시설명,담당구,위도,경도,시설분류
서울대신초등학교,서대문구,37.5580828,126.947849,교육기관
장위중학교,성북구,37.6119698,127.0396062,교육기관
슬기어린이집,서대문구,37.5661831,126.9524134,교육기관
대명초등학교,강동구,37.5476037,127.1528696,교육기관
서울 여의도초등학교,영등포구,37.522829,126.936812,교육기관
서울 언북 초등학교,강남구,37.5199257,127.0451,교육기관
풍납중학교,송파구,37.5255375,127.1159443,교육기관
봉화중학교,중랑구,37.5960866,127.1042177,교육기관
염경초등학교,강서구,37.5541314,126.8714072,교육기관
선정고등학교,은평구,37.618336,126.9087107,교육기관
우진음악학원,도봉구,37.6584113,127.0325759,교육기관
꿈나무어린이집,금천구,37.4548284,126.8976082,교육기관
역삼푸른솔도서관,강남구,37.4973348,127.0318458,교육기관
하나연어린이집,은평구,37.6048943,126.9280548,교육기관
건영유치원,관악구,37.4848357,126.9149082,교육기관
고등법원,서초구,37.4977189,127.0117494,교육기관
전일중학교,동대문구,37.5819789,127.0583551,교육기관
신도림초등학교,구로구,37.5123256,126.8833965,교육기관
세곡도서관,강남구,37.4737808,127.1065697,교육기관
늘푸른어린이집,중랑구,37.592901,127.0777258,교육기관
예지유치원,강서구,37.5556889,126.8137183,교육기관
나래어린이집,동작구,37.5044748,126.9403126,교육기관
공덕초등학교,마포구,37.5457002,126.9537786,교육기관
번동중학교,강북구,37.6166503,127.0338863,교육기관
경수중학교,성동구,37.5397813,127.0583587,교육기관
금옥중학교,양천구,37.5106219,126.8442611,교육기관
노일초등학교,노원구,37.6732915,127.0547777,교육기관
보광초등학교,용산구,37.5324844,126.9963061,교육기관
예림어린이집,강북구,37.6435841,127.0272283,교육기관
에반어린이집,강서구,37.5320709,126.8479467,교육기관
구현초등학교,은평구,37.6092227,126.9058482,교육기관
성재중학교,강서구,37.5663665,126.8522684,교육기관
성아유치원,은평구,37.5898527,126.9196741,교육기관
고덕중학교,강동구,37.5601307,127.1610289,교육기관
청화어린이집,강북구,37.6276637,127.0378731,교육기관
서울기독대학교,은평구,37.6009165,126.9120286,교육기관
동명여자중학교,서대문구,37.568545,126.962344,교육기관
삼각산중학교,강북구,37.6161958,127.0146577,교육기관
서울숭인초등학교,성북구,37.6086811,127.0383578,교육기관
서초4동주민센터,서초구,37.502697,127.0221104,교육기관
중평중학교,노원구,37.6369404,127.062228,교육기관
에덴유치원,성동구,37.5561971,127.0261975,교육기관
난향초등학교,관악구,37.4629311,126.916301,교육기관
순복음대학원대학교,관악구,37.4714316,126.9832228,교육기관
한미르학원,강서구,37.5535944,126.8412653,교육기관
세종대학교 대양홀,광진구,37.5517986,127.0736331,교육기관
예랑어린이집,송파구,37.503999,127.101051,교육기관
성원중학교,성동구,37.5393617,127.0513099,교육기관
인헌고등학교,관악구,37.4715662,126.9702013,교육기관
동북고등학교,강동구,37.5231922,127.1313538,교육기관
서울방송고등학교,성동구,37.547354,127.0105807,교육기관
한가람고등학교,양천구,37.5376281,126.8841248,교육기관
오정초등학교,구로구,37.489624,126.8265149,교육기관
성내중학교,강동구,37.529222,127.1296609,교육기관
서울개일초등학교,강남구,37.4861543,127.057776,교육기관
아이빌어린이집,구로구,37.4888825,126.8532137,교육기관
선곡초등학교,노원구,37.6184174,127.0582095,교육기관
천사마을어린이집,금천구,37.4552328,126.9070897,교육기관
건국대학교 새천년관 대공연장,광진구,37.5419717,127.0767285,교육기관
신내초등학교,중랑구,37.6038863,127.0996345,교육기관
비타에듀학원,동작구,37.5130951,126.9469753,교육기관
서울안천초등학교,금천구,37.4585946,126.8883555,교육기관
원묵고등학교,중랑구,37.6151791,127.0855959,교육기관
선사고등학교,강동구,37.5564791,127.1359719,교육기관
봉원중학교,관악구,37.4840797,126.9583607,교육기관
양천도서관,양천구,37.5333891,126.876088,교육기관
고척1동주민센터,구로구,37.5003677,126.8627868,교육기관
선린중학교,용산구,37.5427169,126.9663628,교육기관
서울예술고등학교,종로구,37.6053351,126.9668582,교육기관
세종어린이집,은평구,37.609714,126.911239,교육기관
아기코끼리어린이집,강동구,37.5429252,127.1449605,교육기관
서울등촌초등학교,강서구,37.5461121,126.8603478,교육기관
정독도서관,종로구,37.5807856,126.9831611,교육기관
백암고등학교,양천구,37.5117371,126.8440539,교육기관
서울관광고등학교,관악구,37.4881856,126.9433233,교육기관
덕수고등학교,성동구,37.5558658,127.0424482,교육기관
성북메가스터디학원,성북구,37.5980785,127.0145949,교육기관
경인중학교,구로구,37.4982046,126.8542405,교육기관
서울동의초등학교,광진구,37.5533639,127.0988011,교육기관
태강삼육초등학교,노원구,37.6431424,127.1062512,교육기관
영동초등학교,영등포구,37.5259,126.9076474,교육기관
효문고,도봉구,37.6520737,127.0183236,교육기관
청량고등학교,동대문구,37.588753,127.0510593,교육기관
요요 어린이집,금천구,37.4635052,126.9015445,교육기관
한솔어린이집,성동구,37.5506123,127.0459769,교육기관
강서어린이집,강서구,37.5469135,126.8479632,교육기관
육영어린이집,관악구,37.475391,126.9142215,교육기관
하나고등학교,은평구,37.6409443,126.9367183,교육기관
국제영어대학원대학교,강동구,37.5237158,127.1313643,교육기관
성균관유치원,은평구,37.6183134,126.9169211,교육기관
아이숲어린이집,은평구,37.6219258,126.9259061,교육기관
기쁨구립어린이집,금천구,37.4644626,126.8937771,교육기관
경동고등학교본관,성북구,37.586481,127.0144542,교육기관
신태양어린이집,용산구,37.5539752,126.9660296,교육기관
명덕여자고등학교,강서구,37.5528485,126.8324547,교육기관
오케이어린이집,용산구,37.5475264,126.9803245,교육기관
동산어린이집,성동구,37.5465635,127.0427856,교육기관
빛초롱어린이집,성동구,37.540323,127.0450357,교육기관
배재고 다목적홀,강동구,37.5558123,127.1504916,교육기관
강서고등학교,양천구,37.5364895,126.8663661,교육기관
무궁화누리어린이집,송파구,37.5103319,127.1164992,교육기관
성신어린이집,강동구,37.5606016,127.166408,교육기관
주은어린이집,도봉구,37.6520162,127.0307426,교육기관
숭실대학교 한경직기념관 대강당,동작구,37.4963462,126.9568865,교육기관
예일여자중학교,은평구,37.6101791,126.9151623,교육기관
성일초등학교,강동구,37.5291763,127.1283603,교육기관
올리브나무어린이집,강동구,37.5478059,127.1459154,교육기관
별산솔어린이집,은평구,37.6174231,126.9314385,교육기관
성신여자대학교 성신관,성북구,37.5929378,127.0212742,교육기관
김재규경찰학원,영등포구,37.5193247,126.9024807,교육기관
고은어린이집,동작구,37.4894135,126.9126144,교육기관
새싹어린이집,도봉구,37.6682577,127.0313712,교육기관
신남중학교,양천구,37.520554,126.8478625,교육기관
계상유치원,양천구,37.5124317,126.839815,교육기관
배문중학교,용산구,37.5414503,126.9589812,교육기관
성산중학교,마포구,37.547454,126.9160619,교육기관
창림초,도봉구,37.6440946,127.0402221,교육기관
신구중학교,강남구,37.5273302,127.0322212,교육기관
신일유치원,중랑구,37.5810323,127.091644,교육기관
신영유치원,강서구,37.5309471,126.8492142,교육기관
진명여자고등학교,양천구,37.5228867,126.8661165,교육기관
영훈초등학교,강북구,37.613765,127.0278332,교육기관
서울여자대학교도서관,노원구,37.6292222,127.0905514,교육기관
장로회신학대학교명성관.소망관기숙사,광진구,37.550118,127.1038593,교육기관
배문고등학교,용산구,37.5496855,126.9641933,교육기관
우천학원,서초구,37.4868601,127.0239621,교육기관
한서초등학교,마포구,37.5535966,126.9495758,교육기관
서울여자대학교 부속유치원,노원구,37.6292222,127.0905514,교육기관
예지어린이집,강서구,37.535235,126.852442,교육기관
유유어린이집,도봉구,37.6544725,127.0446942,교육기관
딩동댕어린이집,도봉구,37.6359463,127.0395644,교육기관
화곡어린이집,강서구,37.5469135,126.8479632,교육기관
미소담어린이집,강서구,37.5287512,126.8422041,교육기관
선사어린이집,강동구,37.5534484,127.1278118,교육기관
쌍문3동어린이집,도봉구,37.6508789,127.0329342,교육기관
오류고등학교,구로구,37.4996945,126.8282053,교육기관
문정중학교,송파구,37.4885685,127.1299473,교육기관
공항중학교,강서구,37.5646012,126.8169076,교육기관
서울청탑입시학원,동작구,37.512873,126.9386635,교육기관
예일여자고등학교,은평구,37.6101791,126.9151623,교육기관
우림어린이집,은평구,37.612297,126.9183573,교육기관
녹번초등학교,은평구,37.604291,126.926111,교육기관
신현중학교,중랑구,37.6046114,127.0916088,교육기관
장승중학교,동작구,37.5033584,126.940722,교육기관
덕암초등학교,노원구,37.6664888,127.0814678,교육기관
영림중학교,구로구,37.4975539,126.8903736,교육기관
소망어린이집,송파구,37.5053746,127.0933453,교육기관
예사랑어린이집,강서구,37.5417684,126.8502202,교육기관
하늘샘어린이집,구로구,37.4913879,126.8569941,교육기관
문일고등학교,금천구,37.4493523,126.8984231,교육기관
장훈고등학교,영등포구,37.5133645,126.9151152,교육기관
영등포공고,강서구,37.5688397,126.851018,교육기관
연세대학교 체육관,서대문구,37.5583716,126.9374795,교육기관
이화여대부속초등학교,서대문구,37.5632286,126.9434177,교육기관
연북중학교,서대문구,37.5781591,126.9378038,교육기관
상일초등학교,강동구,37.5471517,127.1723531,교육기관
중랑초등학교,중랑구,37.5893695,127.0757187,교육기관
서울홍제초등학교,서대문구,37.5936893,126.9443997,교육기관
모아래어린이집,금천구,37.4762311,126.8895033,교육기관
거원중학교,송파구,37.4883207,127.1462105,교육기관
백석중학교,강서구,37.5483517,126.858808,교육기관
미양중학교,강북구,37.6232973,127.0122428,교육기관
중계중학교,노원구,37.6550962,127.0754735,교육기관
강동유정유치원,강동구,37.5255238,127.1275963,교육기관
계성초등학교,서초구,37.5044669,126.9964732,교육기관
서울개운초등학교,성북구,37.6025259,127.0274793,교육기관
한양대부속중학교,성동구,37.5624663,127.0467249,교육기관
신강초등학교,양천구,37.5259591,126.8416634,교육기관
신목초등학교,양천구,37.5169227,126.8726846,교육기관
동대문도서관,동대문구,37.5735971,127.0243719,교육기관
고우빌딩 (이씨씨 강동어학학원),강동구,37.5539395,127.1551305,교육기관
개신대학원대학교,강북구,37.6295252,127.0244785,교육기관
새송이어린이집,송파구,37.4982219,127.1188122,교육기관
아이세상어린이집,도봉구,37.6688101,127.0352236,교육기관
대치중학교,강남구,37.4845654,127.0472825,교육기관
테마프라자(씨앤씨학원),양천구,37.5157195,126.861193,교육기관
유정유치원,송파구,37.4856647,127.1330623,교육기관
대진유치원,마포구,37.5615164,126.9194136,교육기관
잠전초등학교,송파구,37.5071595,127.0842277,교육기관
안평초등학교,동대문구,37.5659237,127.0727621,교육기관
이문초등학교,동대문구,37.60204,127.0641929,교육기관
자연어린이집,강북구,37.6278204,127.0391909,교육기관
구립서원어린이집,관악구,37.4768877,126.9341313,교육기관
개포 고등학교,강남구,37.4846776,127.0596014,교육기관
중앙청사어린이집,종로구,37.5797195,126.9732523,교육기관
대청중학교,강남구,37.4905203,127.0583895,교육기관
신정여자중학교,강서구,37.5380245,126.8568925,교육기관
영화초등학교,동작구,37.5083322,126.9337092,교육기관
신연중학교,서대문구,37.5824549,126.9394981,교육기관
유성유치원,용산구,37.5405494,126.9905696,교육기관
솔로몬어린이집,광진구,37.566536,127.0806578,교육기관
군자초등학교,동대문구,37.5643765,127.0613465,교육기관
마천초등학교,송파구,37.4954974,127.1524746,교육기관
이화 어린이집,강동구,37.5277435,127.1448567,교육기관
서초3동주민센터,서초구,37.4835426,127.0124936,교육기관
달빛마루도서관,성북구,37.602119,127.0332133,교육기관
민주어린이집,광진구,37.5447568,127.0685827,교육기관
개봉초등학교,구로구,37.4897388,126.8583705,교육기관
태릉중학교,중랑구,37.6117229,127.0800216,교육기관
한서고등학교,강서구,37.5740444,126.809231,교육기관
세일학원,노원구,37.6508043,127.0775065,교육기관
가람어린이집,강서구,37.5360045,126.8565284,교육기관
뉴솔로몬어린이집,중랑구,37.5946766,127.1018679,교육기관
예맘어린이집,강동구,37.5376779,127.1454566,교육기관
남사초등학교,동작구,37.4822359,126.9785565,교육기관
숙명 여자 중학교,강남구,37.4907295,127.0533366,교육기관
서울인왕초등학교,서대문구,37.5901698,126.9450604,교육기관
점프어린이집,중랑구,37.5930215,127.0820782,교육기관
증산동주민센터,은평구,37.5843128,126.9070089,교육기관
톰소여어린이집,은평구,37.6274098,126.9181588,교육기관
당산초등학교,영등포구,37.5397741,126.8963677,교육기관
서울문성초등학교,금천구,37.4747768,126.8994644,교육기관
서울성북초등학교,성북구,37.5938382,126.9983645,교육기관
동일초등학교,노원구,37.6651664,127.0545951,교육기관
수락중학교,노원구,37.6827948,127.0545754,교육기관
천일초등학교,강동구,37.5464536,127.140148,교육기관
중경고등학교,용산구,37.5179636,126.9768876,교육기관
삼성유치원,서대문구,37.5814627,126.9196471,교육기관
꿈동산어린이집,관악구,37.4897599,126.9344087,교육기관
창도초,도봉구,37.6624061,127.0342434,교육기관
중계초등학교,노원구,37.6577549,127.0730277,교육기관
신기초등학교,양천구,37.5110164,126.8540515,교육기관
목동고등학교,양천구,37.5090728,126.8607466,교육기관
숭실고등학교,은평구,37.593125,126.9032327,교육기관
지성어린이집,강북구,37.6395575,127.0212473,교육기관
둥근나라어린이집,강북구,37.6181094,127.0262498,교육기관
북부고용지원센터,노원구,37.6534149,127.0581654,교육기관
이호어린이집,강동구,37.5313534,127.1250833,교육기관
구립우아세어린이집,동대문구,37.5711043,127.0576872,교육기관
사임당어린이집,관악구,37.4798275,126.9128161,교육기관
동산정보산업고등학교,노원구,37.6301266,127.0741844,교육기관
숭의여자고등학교,동작구,37.5073276,126.9292344,교육기관
한성여자고등학교,성북구,37.5855458,127.0108796,교육기관
염창초등학교,강서구,37.5529744,126.8677461,교육기관
대신고등학교(본관),종로구,37.5734256,126.9618971,교육기관
충암고등학교,은평구,37.5850457,126.9217386,교육기관
청암중고등학교,노원구,37.6515488,127.0738652,교육기관
마미어린이집,서대문구,37.5853667,126.9130383,교육기관
성남고등학교,동작구,37.505301,126.9265387,교육기관
화가마을어린이집,강동구,37.560676,127.1618242,교육기관
지원어린이집,양천구,37.5206813,126.8400663,교육기관
휘경초등학교,동대문구,37.5857622,127.0581161,교육기관
사당초등학교,관악구,37.4736353,126.9740756,교육기관
서울영림초등학교,영등포구,37.4873525,126.9024483,교육기관
서울장안초등학교가동(본관),광진구,37.5488634,127.0722733,교육기관
둔촌중학교,강동구,37.5304436,127.145921,교육기관
상경초등학교,노원구,37.6702084,127.0513209,교육기관
예일초등학교,은평구,37.6190884,126.9235023,교육기관
휘봉초등학교,동대문구,37.5736734,127.0733297,교육기관
월촌초등학교,양천구,37.5402835,126.8764371,교육기관
가곡초등학교,강서구,37.5549088,126.8362359,교육기관
당서초등학교,영등포구,37.5267009,126.8986365,교육기관
불광어린이집,은평구,37.62159,126.9293058,교육기관
우리사랑어린이집,중랑구,37.579117,127.0913345,교육기관
한울타리어린이집,은평구,37.6248192,126.9182851,교육기관
엄마품어린이집,송파구,37.5076341,127.1219307,교육기관
한빛어린이집,도봉구,37.6437695,127.037968,교육기관
오륜초등학교,송파구,37.5122054,127.1347813,교육기관
나래어린이집,구로구,37.4950632,126.8387165,교육기관
서울구룡초등학교,강남구,37.4807232,127.051863,교육기관
강신초등학교,양천구,37.5428793,126.8295869,교육기관
예지유치원,중랑구,37.5904996,127.0845324,교육기관
여의도여자고등학교,영등포구,37.5229622,126.9349887,교육기관
동그라미유치원,강서구,37.5495819,126.8501316,교육기관
신애유치원,송파구,37.5068864,127.0870112,교육기관
서울가산초등학교,금천구,37.4781195,126.8964487,교육기관
온수초등학교,구로구,37.4940717,126.825993,교육기관
고척2동 주민센터,구로구,37.506649,126.8585983,교육기관
양원초등학교,양천구,37.5384029,126.8233181,교육기관
상계초등학교,노원구,37.6593115,127.0662421,교육기관
개봉중학교,구로구,37.5029403,126.8422137,교육기관
한강중학교,용산구,37.523952,126.9923454,교육기관
고덕2 치안센터,강동구,37.5555874,127.1475975,교육기관
본동어린이집,금천구,37.4485734,126.9043035,교육기관
가동초등학교,송파구,37.4973198,127.130219,교육기관
신정여자상업고등학교,강서구,37.5366736,126.8559223,교육기관
서일대학교,중랑구,37.5866169,127.0977436,교육기관
혜원여자고등학교,중랑구,37.5935494,127.0954354,교육기관
오금어린이집,송파구,37.502543,127.1405342,교육기관
신학초,도봉구,37.6624061,127.0342434,교육기관
고덕2동 주민센터,강동구,37.5604659,127.1643449,교육기관
본동초등학교,동작구,37.5100908,126.9537363,교육기관
석관고등학교,성북구,37.610067,127.0664232,교육기관
경일중학교,성동구,37.5435875,127.0480483,교육기관
영란여자중학교,중랑구,37.6031299,127.1037918,교육기관
천호중학교,강동구,37.5466448,127.1392699,교육기관
숲속키즈나라어린이집,은평구,37.6084421,126.9135083,교육기관
프란치스코어린이집,강서구,37.5565956,126.811002,교육기관
해바라기어린이집,중랑구,37.5894292,127.0809504,교육기관
여호와증인왕국회관,강북구,37.6234435,127.025812,교육기관
성산초등학교,마포구,37.5534098,126.9111567,교육기관
강동초등학교,강동구,37.5461063,127.1304605,교육기관
대광초등학교,성북구,37.5828739,127.0284773,교육기관
이화어린이집,종로구,37.5749232,127.0051274,교육기관
숭실대학교학생회관,동작구,37.5069456,126.9512421,교육기관
서울시립대학교,동대문구,37.583383,127.0593032,교육기관
행복한어린이집,도봉구,37.6408061,127.0363168,교육기관
월계2동어린이집,노원구,37.6265367,127.0496774,교육기관
신미림초등학교,구로구,37.5069274,126.8794934,교육기관
성서초등학교,마포구,37.5605411,126.9111163,교육기관
키즈온어린이집,송파구,37.5110375,127.1166721,교육기관
정성어학원,강서구,37.5533338,126.8510294,교육기관
(주)박정어학원,강남구,37.524355,127.0279482,교육기관
와세다 에듀학원(정빌딩),강남구,37.5004444,127.0313861,교육기관
새한어린이집,송파구,37.5038761,127.0790233,교육기관
샤론어린이집,금천구,37.4467419,126.9006516,교육기관
신혜원어린이집,중랑구,37.5905668,127.0941756,교육기관
구립미래클어린이집,관악구,37.4736418,126.9198071,교육기관
빗살어린이집,강동구,37.542623,127.1236491,교육기관
사임당어린이집,노원구,37.638897,127.0703659,교육기관
대곡초등학교,강남구,37.4943322,127.0646926,교육기관
유석초등학교,강서구,37.5598894,126.8534143,교육기관
상천초등학교,노원구,37.6462819,127.0581071,교육기관
진달래유치원,중랑구,37.5986944,127.0868407,교육기관
신천초등학교,송파구,37.5137862,127.0953838,교육기관
백산초등학교,금천구,37.4466467,126.905247,교육기관
고려대학교 화정체육관,성북구,37.590799,127.0277773,교육기관
은평중학교,은평구,37.6107316,126.9084436,교육기관
동산유치원,금천구,37.4768604,126.9009534,교육기관
배화여자중학교,종로구,37.5793895,126.9653816,교육기관
북악중학교,성북구,37.6063433,127.0017925,교육기관
남명초등학교,양천구,37.5153939,126.8538873,교육기관
묵현초등학교,중랑구,37.6089983,127.073615,교육기관
진학학원,금천구,37.4503783,126.9157351,교육기관
노원어린이도서관,노원구,37.6580084,127.076284,교육기관
청원고등학교,노원구,37.6660284,127.0620129,교육기관
청담어학원,송파구,37.5132079,127.1229459,교육기관
은혜초등학교,은평구,37.6186805,126.9273283,교육기관
내발산초등학교,강서구,37.551248,126.8377005,교육기관
덕의초등학교,구로구,37.5062766,126.8567988,교육기관
와이즈만영재교육학원,은평구,37.6124196,126.9177779,교육기관
강북세일학원,성북구,37.6032324,127.0267937,교육기관
주은사랑어린이집,도봉구,37.6520129,127.0303629,교육기관
동작어린이도서관,동작구,37.5091646,126.9434213,교육기관
고려사대부속고등학교,성북구,37.6051317,127.0188453,교육기관
문래중학교,영등포구,37.5202114,126.884443,교육기관
21세기 연세학원,강북구,37.6255836,127.0260503,교육기관
수락고등학교,노원구,37.6827335,127.0535593,교육기관
망원초등학교,마포구,37.5608234,126.9008405,교육기관
풍성중학교,송파구,37.5255948,127.1127759,교육기관
미양중고등학교,강북구,37.6232973,127.0122428,교육기관
신상도초등학교,동작구,37.5004006,126.9440809,교육기관
화곡고등학교,강서구,37.5480514,126.831698,교육기관
금주어린이집,금천구,37.4563919,126.9015887,교육기관
초원어린이집,중랑구,37.6035966,127.0996972,교육기관
서울청운초등학교,종로구,37.5859741,126.9691707,교육기관
오즈의 마법사 유치원,강남구,37.4642441,127.1066821,교육기관
옥수초등학교,성동구,37.5469816,127.0230124,교육기관
장안어린이집,동대문구,37.5640193,127.069485,교육기관
신상계초등학교,노원구,37.6674743,127.0757904,교육기관
경기대학교 실습실,서대문구,37.5630185,126.9626991,교육기관
흑석초등학교,동작구,37.5084802,126.9650367,교육기관
경기대학교(학생회관),서대문구,37.5652583,126.9621734,교육기관
동대부속고등학교,동대문구,37.5777907,127.0752098,교육기관
서울시흥중학교,금천구,37.4460493,126.9051484,교육기관
정석학원,서대문구,37.5955145,126.9490796,교육기관
동양고등학교,강서구,37.5687587,126.8470842,교육기관
신현초등학교,중랑구,37.6055132,127.0934688,교육기관
역촌초등학교,은평구,37.6017363,126.9142657,교육기관
영동 고등학교,강남구,37.5205869,127.0426288,교육기관
성일어린이집,성북구,37.5917295,127.0194689,교육기관
서울 우신초등학교,영등포구,37.509564,126.9118923,교육기관
서울자동차운전학원,강서구,37.5526864,126.8144267,교육기관
새꿈어린이집,용산구,37.5523632,126.9733595,교육기관
세검정초등학교,종로구,37.6033878,126.9608999,교육기관
송정중학교,강서구,37.5526864,126.8144267,교육기관
광진초등학교,광진구,37.5475128,127.0913267,교육기관
온곡초등학교,노원구,37.6676082,127.0657902,교육기관
정곡초등학교,강서구,37.5771279,126.818234,교육기관
송원초등학교,성동구,37.5542158,127.0694688,교육기관
전동중학교,동대문구,37.5856607,127.0711099,교육기관
서강초등학교,마포구,37.5483494,126.9265893,교육기관
불암초등학교,노원구,37.6510667,127.0806469,교육기관
석관초등학교,성북구,37.6108657,127.0587533,교육기관
노량진초등학교,동작구,37.5113579,126.9409291,교육기관
경일초등학교,성동구,37.5393129,127.05097,교육기관
송중초등학교,강북구,37.6206627,127.0330493,교육기관
남대문중학교,성북구,37.6177747,127.0541194,교육기관
강북중학교,강북구,37.6449188,127.0259441,교육기관
구로고등학교,구로구,37.4984981,126.8896924,교육기관
태릉고등학교,중랑구,37.6188414,127.0849496,교육기관
수암초등학교,노원구,37.6478737,127.0813718,교육기관
용원초등학교,노원구,37.6296027,127.0688662,교육기관
목화어린이집,용산구,37.5463142,126.9788325,교육기관
명덕고등학교(본관원문관),강서구,37.5536011,126.8347305,교육기관
중앙대학교(교수연구동),동작구,37.5049996,126.957378,교육기관
서울신대림초등학교,영등포구,37.492244,126.9058212,교육기관
동대문구정보화도서관,동대문구,37.5905242,127.0466819,교육기관
당현초등학교,노원구,37.6486584,127.058391,교육기관
유한공업고등학교,구로구,37.4920355,126.8390829,교육기관
사랑숲어린이집,송파구,37.4985624,127.1268141,교육기관
온누리어린이집,강동구,37.5468234,127.1376892,교육기관
공간어린이집,금천구,37.4648116,126.9015277,교육기관
현강유아교육어린이집,강서구,37.5415312,126.8472444,교육기관
코보어린이집,금천구,37.4651859,126.903419,교육기관
성수고등학교,성동구,37.547981,127.0387013,교육기관
동화나라어린이집,송파구,37.4893813,127.1260536,교육기관
정다운 도서관,강남구,37.5192141,127.0467541,교육기관
푸르미어린이집,양천구,37.52351,126.8374364,교육기관
성내초등학교,강동구,37.5314221,127.1224451,교육기관
은로초등학교,동작구,37.5031946,126.9602147,교육기관
문창초등학교,동작구,37.4890267,126.9137666,교육기관
덕수유치원,성북구,37.5940033,126.9950965,교육기관
서울신자초등학교,광진구,37.530094,127.0754494,교육기관
염리초등학교,마포구,37.5418539,126.9459021,교육기관
서울면일초등학교,중랑구,37.5921204,127.0998536,교육기관
경수초등학교,성동구,37.5397655,127.0578365,교육기관
대은초등학교,은평구,37.6118312,126.9261543,교육기관
수색초등학교,은평구,37.5850571,126.8954934,교육기관
장곡초등학교,성북구,37.6164156,127.0470331,교육기관
가인초,도봉구,37.6599068,127.0431592,교육기관
중화고등학교,중랑구,37.6046784,127.0832703,교육기관
고명정보산업고등학교,성북구,37.5976213,127.0189716,교육기관
봉현초등학교,관악구,37.491848,126.948524,교육기관
한올어린이집,강북구,37.6278338,127.0222802,교육기관
상미어린이집,강동구,37.5445981,127.1306002,교육기관
에바다어린이집,은평구,37.6072099,126.9223157,교육기관
삼전초등학교,송파구,37.5015071,127.0927452,교육기관
서울금동초등학교,금천구,37.4474274,126.9164264,교육기관
주연어린이집,강서구,37.5454152,126.8476712,교육기관
청암어린이집,용산구,37.547247,126.9666375,교육기관
둥근달어린이집,도봉구,37.6498334,127.0302654,교육기관
      세정어린이집,강동구,37.5605922,127.1557401,교육기관
한빛간호학원,노원구,37.6479584,127.0622561,교육기관
연천중학교,은평구,37.6274422,126.9258482,교육기관
청원중학교,노원구,37.6660284,127.0620129,교육기관
대림정보문화도서관,영등포구,37.5082195,126.9040594,교육기관
아침햇살어린이집,중랑구,37.5833108,127.0921994,교육기관
서울과학기술대학교(중앙도서관),노원구,37.6324657,127.0786713,교육기관
명일어린이집,강동구,37.5477315,127.1450935,교육기관
빙고어린이집,송파구,37.4993979,127.0982954,교육기관
아람어린이집,성북구,37.6068532,127.0407122,교육기관
옥정중학교,성동구,37.5414774,127.0125119,교육기관
강서공고,강서구,37.5754999,126.8160214,교육기관
구립로야어린이집,동작구,37.4976747,126.9516319,교육기관
경문고등학교,동작구,37.4933383,126.9822717,교육기관
영어솔솔어린이집,강서구,37.5361208,126.8384796,교육기관
광진청소년수련관,광진구,37.5461603,127.1065423,교육기관
꼬마사랑어린이집,중랑구,37.5895369,127.076267,교육기관
서울대학교롯데국제교육관,관악구,37.480912,126.953218,교육기관
창문여자중학교,강북구,37.6131144,127.0362812,교육기관
언북중학교,강남구,37.51928,127.033073,교육기관
은혜삐아제어린이집,중랑구,37.5769125,127.0853101,교육기관
무지개어린이집,은평구,37.6210218,126.9324336,교육기관
진터마루어린이집,성동구,37.538696,127.0474146,교육기관
오렌지어린이집,송파구,37.537717,127.1177524,교육기관
경인고등학교,구로구,37.4964627,126.8657015,교육기관
고산초등학교,구로구,37.5004895,126.8652411,교육기관
경기고등학교,강남구,37.5161265,127.05525,교육기관
삼정초등학교,강서구,37.5746758,126.811399,교육기관
서울청담초등학교,강남구,37.5279725,127.0452701,교육기관
문창중학교,동작구,37.4958504,126.921645,교육기관
양남초등학교(가동),광진구,37.5307926,127.089631,교육기관
무학중학교,성동구,37.5571395,127.0333298,교육기관
보인중고교,송파구,37.497266,127.1388757,교육기관
홍익사대부속중학교,성북구,37.5940995,127.0032562,교육기관
서울대치초등학교,강남구,37.4909689,127.0624593,교육기관
세륜초등학교,송파구,37.5183539,127.1341356,교육기관
대동세무 고등학교,종로구,37.5819196,126.9879303,교육기관
덕일전자공업고등학교,구로구,37.490578,126.8371543,교육기관
이화여자대학교 삼성홀,서대문구,37.5642551,126.9503079,교육기관
방학3동어린이집,도봉구,37.6612058,127.0324172,교육기관
은도어린이집,강서구,37.5401113,126.840726,교육기관
진관초등학교,은평구,37.6442041,126.9285948,교육기관
서울정심초등학교,금천구,37.4698006,126.9054882,교육기관
문성유치원,강서구,37.5476895,126.8427879,교육기관
배봉초등학교,동대문구,37.580028,127.0659414,교육기관
답십리초등학교,동대문구,37.569003,127.0554225,교육기관
등원중학교,강서구,37.5597222,126.851607,교육기관
하람어린이집,서대문구,37.5753399,126.9206951,교육기관
신태양어린이집,강서구,37.5336555,126.8528305,교육기관
청목어린이집,서대문구,37.6011847,126.9484789,교육기관
성북정보도서관,성북구,37.6049353,127.0505729,교육기관
당고개파출소,노원구,37.6638075,127.0752635,교육기관
서울여자간호대학교,서대문구,37.5965812,126.9477909,교육기관
YBM어학원,종로구,37.5694998,126.9882648,교육기관
백석대학원예술동,서초구,37.480308,126.9967862,교육기관
등촌고등학교,강서구,37.5610655,126.844333,교육기관
광영고등학교,양천구,37.53779,126.8241074,교육기관
등서초등학교,강서구,37.5518272,126.8549196,교육기관
삼성초등학교,관악구,37.4678163,126.9409762,교육기관
