시설명,담당구,위도,경도,시설분류
신당동 우체국,중구,37.5679725,126.9799824,공공기관
동대문문화회관,동대문구,37.5753938,127.0548231,공공기관
용산구청,용산구,37.5324201,126.9903488,공공기관
서대문구청,서대문구,37.5792607,126.9364946,공공기관
경찰청사,서대문구,37.581817,126.9508662,공공기관
양천우체국,양천구,37.5325686,126.8759272,공공기관
잠실2동우체국,송파구,37.5213517,127.1026097,공공기관
방화2동주민센터,강서구,37.5666818,126.8067274,공공기관
자양동우체국,광진구,37.5314673,127.0805397,공공기관
가락1동주민센터,송파구,37.49336,127.1196835,공공기관
수궁동주민센터,구로구,37.4938646,126.8314537,공공기관
답십리1동주민센터,동대문구,37.5771492,127.0643595,공공기관
응암3동주민센터,은평구,37.5921977,126.9156986,공공기관
면목1치안센터,중랑구,37.5866377,127.0886015,공공기관
서교동주민센터,마포구,37.5697271,126.9029931,공공기관
둔촌1동 주민센터,강동구,37.5234029,127.1366454,공공기관
송파2동주민센터,송파구,37.4886476,127.127438,공공기관
신길4동주민센터,영등포구,37.5084121,126.9112654,공공기관
국민대경상관,성북구,37.6108694,126.9972889,공공기관
대조동 주민센터,은평구,37.6141357,126.9207931,공공기관
방배2동주민센터,서초구,37.4797759,126.9856508,공공기관
서울금천우체국,금천구,37.4699278,126.8985328,공공기관
강서구청,강서구,37.5508377,126.8498115,공공기관
종로구청,종로구,37.5728109,126.9791251,공공기관
중곡제3동주민센터,광진구,37.5688813,127.0802894,공공기관
광진구청제1별관,광진구,37.5383742,127.0822077,공공기관
국민건강보험공단 강남동부지사,강남구,37.4977735,127.028536,공공기관
용산문화체육센터(원효로1동주민센터 별도),용산구,37.5372099,126.9676133,공공기관
방배우체국,서초구,37.494347,126.9897827,공공기관
방배본동주민센터,서초구,37.4950038,126.9878268,공공기관
응봉동주민센터,성동구,37.5530997,127.0333888,공공기관
송파경찰서,송파구,37.5016941,127.1272481,공공기관
국민건강보험공단서대문지사,서대문구,37.5861499,126.9464328,공공기관
국민건강보험강북지사,강북구,37.624453,127.0284871,공공기관
구로구청,구로구,37.4954708,126.8876994,공공기관
창5동주민센터,도봉구,37.6562098,127.0434809,공공기관
당산1동주민센터,영등포구,37.5247827,126.8974691,공공기관
성북세무서,성북구,37.5855458,127.0108796,공공기관
도림동주민센터,영등포구,37.5094204,126.8956063,공공기관
방배경찰서,서초구,37.4814747,126.9830646,공공기관
구로4동 우체국,구로구,37.4902856,126.8843839,공공기관
번3동우체국,강북구,37.6255925,127.046224,공공기관
신내동우체국,중랑구,37.6170135,127.090468,공공기관
오류2동 주민센터,구로구,37.4887627,126.8394745,공공기관
청운효자동주민센터,종로구,37.5841157,126.9705731,공공기관
오륜동주민센터,송파구,37.5154451,127.1343502,공공기관
삼양동우체국,강북구,37.623833,127.0183507,공공기관
서울중곡동우체국,광진구,37.5614928,127.0832009,공공기관
화곡6동주민센터,강서구,37.5517511,126.8500612,공공기관
상도4동주민센터,동작구,37.5005603,126.9377645,공공기관
신정3동주민센터,양천구,37.515107,126.8547785,공공기관
신대방1동주민센터,동작구,37.488904,126.9100278,공공기관
답십리2동주민센터,동대문구,37.5674902,127.0603032,공공기관
공릉치안센터,노원구,37.6266702,127.0789004,공공기관
가락2동주민센터,송파구,37.4885861,127.1153362,공공기관
부암동주민센터,종로구,37.592465,126.9641238,공공기관
길동 주민센터,강동구,37.5376779,127.1454566,공공기관
성산2동주민센터,마포구,37.5685712,126.9089833,공공기관
동소문우체국,성북구,37.5896138,127.0073821,공공기관
한남동우체국,용산구,37.5335857,127.0035688,공공기관
불암파출소,노원구,37.6523968,127.0773248,공공기관
서강지구대,마포구,37.5472944,126.9292763,공공기관
사당동지구대,동작구,37.4805401,126.9794943,공공기관
반포1동주민센터,서초구,37.5050553,127.0133662,공공기관
남영동우체국,용산구,37.5449381,126.9727745,공공기관
신길6동주민센터,영등포구,37.4993327,126.9098355,공공기관
화곡우체국,강서구,37.5469135,126.8479632,공공기관
오금동주민센터,송파구,37.5034588,127.1278487,공공기관
불광1동주민센터,은평구,37.6103126,126.9320759,공공기관
홍제3동주민센터,서대문구,37.5937421,126.9496787,공공기관
목2동주민센터,양천구,37.5461022,126.8716897,공공기관
이문동우체국,동대문구,37.5951619,127.0584153,공공기관
국민건강보험공단 강남북부지사,강남구,37.5283211,127.0326316,공공기관
국민연금 동대문중랑지사,동대문구,37.5756846,127.0244488,공공기관
영등포구 시설관리공단,영등포구,37.5058316,126.9221789,공공기관
상계5동주민센터,노원구,37.6629366,127.069359,공공기관
삼성동 주민센터,관악구,37.463011,126.9309884,공공기관
월계2동우체국,노원구,37.6284572,127.0559043,공공기관
성수2가1동주민센터,성동구,37.5393129,127.05097,공공기관
염리동주민센터,마포구,37.5470262,126.9456359,공공기관
세검정 우체국,종로구,37.6013393,126.9612511,공공기관
구의제2동주민센터,광진구,37.5472019,127.0899102,공공기관
효창동주민센터,용산구,37.5424211,126.9618156,공공기관
홍익지구대,마포구,37.5523247,126.9142598,공공기관
개포4동 주민센터,강남구,37.4788109,127.0516147,공공기관
사직동주민센터,종로구,37.5760163,126.9679914,공공기관
홍은1동주민센터,서대문구,37.5988191,126.9471227,공공기관
천호2 치안센터,강동구,37.54627,127.1238384,공공기관
상계2동치안센터,노원구,37.6587743,127.0685054,공공기관
오류1동주민센터,구로구,37.4970213,126.8451448,공공기관
중곡제1동주민센터,광진구,37.5605114,127.0800527,공공기관
남영동주민센터,용산구,37.5484147,126.9800638,공공기관
등촌1동주민센터,강서구,37.5547325,126.8589629,공공기관
화곡8동주민센터,강서구,37.532258,126.8485417,공공기관
미성동 주민센터,관악구,37.4761356,126.9155405,공공기관
신도림주민센터,구로구,37.5076903,126.8806945,공공기관
용답주민센터,성동구,37.5640312,127.0555532,공공기관
당산2동주민센터,영등포구,37.5346716,126.9020765,공공기관
한국 SGI용산문화회관,용산구,37.5375555,126.9693205,공공기관
명일동우체국,강동구,37.5503207,127.145546,공공기관
방배3동주민센터,서초구,37.4805119,126.9990241,공공기관
중계본동주민센터,노원구,37.6477615,127.0802729,공공기관
구산동주민센터,은평구,37.6117159,126.9103411,공공기관
상도2동주민센터,동작구,37.5054313,126.9422875,공공기관
상계3동우체국,노원구,37.6662586,127.077024,공공기관
방배4동주민센터,서초구,37.489574,126.9913453,공공기관
오류지구대,구로구,37.4984887,126.8601539,공공기관
마장동주민센터,성동구,37.5660018,127.0450678,공공기관
망원1동주민센터,마포구,37.5559049,126.9061524,공공기관
삼전동우체국,송파구,37.5022814,127.0947795,공공기관
둔촌2동 주민센터,강동구,37.5333052,127.1419351,공공기관
이문2동주민센터,동대문구,37.6033142,127.0651101,공공기관
곰달래지구대,강서구,37.5328704,126.863125,공공기관
목4동주민센터,양천구,37.5323636,126.8683316,공공기관
잠실6동주민센터,송파구,37.5170875,127.1005196,공공기관
망우3동주민센터,중랑구,37.5923316,127.0981378,공공기관
여의도동 주민센터,영등포구,37.5176416,126.9345971,공공기관
은마아파트 우체국,강남구,37.5027999,127.0590717,공공기관
도화동주민센터,마포구,37.537561,126.9502024,공공기관
하계1동우체국,노원구,37.6404044,127.0726541,공공기관
사당3동주민센터,동작구,37.4866485,126.9720274,공공기관
중계1동주민센터,노원구,37.6525069,127.0774571,공공기관
성산1동치안센터,마포구,37.5622309,126.9154619,공공기관
자양제1동주민센터,광진구,37.5344596,127.0823812,공공기관
상계2동주민센터,노원구,37.6587743,127.0685054,공공기관
연남동주민센터,마포구,37.5653102,126.9219723,공공기관
창신3동 주민센터,종로구,37.5778868,127.014797,공공기관
대학로파출소,종로구,37.5785746,127.0060286,공공기관
돈암우체국,성북구,37.5866336,127.0181024,공공기관
망우본동주민센터,중랑구,37.6013472,127.1064048,공공기관
신길3동주민센터,영등포구,37.5072687,126.9077441,공공기관
응봉치안센터,성동구,37.5497498,127.0300041,공공기관
도봉세무서,강북구,37.6197097,127.0282248,공공기관
시흥2동 주민센터,금천구,37.4500907,126.9165066,공공기관
방화3동주민센터,강서구,37.5785466,126.8151698,공공기관
대림1동주민센터,영등포구,37.4954619,126.9059484,공공기관
송파체육문화회관,송파구,37.4907894,127.1428706,공공기관
개포1동 우체국,강남구,37.4829591,127.060488,공공기관
창신2동 주민센터,종로구,37.5744118,127.0108557,공공기관
이태원1동주민센터,용산구,37.5324792,126.9950548,공공기관
수유3동우체국,강북구,37.6411954,127.0286384,공공기관
중계2.3동주민센터,노원구,37.6420907,127.0687149,공공기관
서대문경찰서(교통센터),서대문구,37.5646005,126.9376639,공공기관
성수2가3동주민센터,성동구,37.549031,127.0540036,공공기관
진관지구대 ,은평구,37.6410554,126.9212098,공공기관
양천경찰서,양천구,37.5167711,126.8656996,공공기관
등촌2동주민센터,강서구,37.5400345,126.8628887,공공기관
양재2동주민센터,서초구,37.4705526,127.0412109,공공기관
묵2동주민센터,중랑구,37.6095801,127.0759897,공공기관
강서구청 화곡별관,강서구,37.5497298,126.8509523,공공기관
내곡동주민센터,서초구,37.4619252,127.0511758,공공기관
가리봉치안센터,구로구,37.4795296,126.8929761,공공기관
행운동우체국,관악구,37.4795497,126.9433403,공공기관
공릉동우체국,노원구,37.6184188,127.075707,공공기관
잠실7동주민센터,송파구,37.5086716,127.076838,공공기관
원효로우체국,용산구,37.5386066,126.9668043,공공기관
뚝섬우체국,성동구,37.5414924,127.0494129,공공기관
중계본동치안센터,노원구,37.6475992,127.0803723,공공기관
가양1동주민센터,강서구,37.5694463,126.8446998,공공기관
중곡제2동주민센터,광진구,37.5601783,127.0814728,공공기관
면목2동주민센터,중랑구,37.5896952,127.0789996,공공기관
중계동우체국,노원구,37.6528414,127.0784151,공공기관
영등포본동 주민센터,영등포구,37.5149372,126.9093327,공공기관
성수1가1동주민센터,성동구,37.5418642,127.0496589,공공기관
충현동주민센터,서대문구,37.5647663,126.9547073,공공기관
중계4동주민센터,노원구,37.6587279,127.0779582,공공기관
대림2동주민센터,영등포구,37.494063,126.9015929,공공기관
신월3동주민센터,양천구,37.5335964,126.8290746,공공기관
미아지구대,강북구,37.6201162,127.0282501,공공기관
동작우체국,동작구,37.4980258,126.9245382,공공기관
아현우체국,마포구,37.5570418,126.9551219,공공기관
왕십리우체국,성동구,37.5663079,127.0369547,공공기관
용답우체국,성동구,37.5636987,127.0582683,공공기관
군자동주민센터,광진구,37.5488634,127.0722733,공공기관
갈현1동주민센터,은평구,37.6236469,126.9166613,공공기관
마장치안센터,성동구,37.5691027,127.0375425,공공기관
강북구청,강북구,37.6388734,127.0257005,공공기관
영등포구청,영등포구,37.5261469,126.8961748,공공기관
개봉1동주민센터,구로구,37.5012084,126.8532536,공공기관
망우지구대,중랑구,37.5990401,127.0955722,공공기관
불광2동주민센터,은평구,37.6265211,126.9261025,공공기관
응암동지구대,은평구,37.6015944,126.9264317,공공기관
오류2치안센터,구로구,37.4909728,126.8405632,공공기관
상계8동치안센터,노원구,37.6668073,127.0516941,공공기관
용두동우체국,동대문구,37.5704566,127.032097,공공기관
서울중화동우체국,중랑구,37.6004812,127.0800002,공공기관
노원역지구대,노원구,37.6549665,127.0669006,공공기관
신림동우체국,관악구,37.4691045,126.9399462,공공기관
충정로우체국,서대문구,37.581817,126.9508662,공공기관
강동어린이회관,강동구,37.5291338,127.122378,공공기관
풍납2동주민센터,송파구,37.5287189,127.1167553,공공기관
수서동 우체국,강남구,37.485319,127.0939179,공공기관
영등포우체국,영등포구,37.5164875,126.9060272,공공기관
국민건강보험공단(구로지사),구로구,37.4979038,126.8639494,공공기관
묵1동주민센터,중랑구,37.6123755,127.0784639,공공기관
신월6동주민센터,양천구,37.5160602,126.843675,공공기관
아현동주민센터,마포구,37.5470652,126.9521435,공공기관
삼성동 우체국,강남구,37.5070339,127.047777,공공기관
보광동주민센터,용산구,37.5281743,126.9969404,공공기관
장위1동주민센터,성북구,37.614445,127.0488304,공공기관
송정동주민센터,성동구,37.5543628,127.0698253,공공기관
구로1동 주민센터,구로구,37.492999,126.8757753,공공기관
노량진2동주민센터,동작구,37.5084591,126.9373981,공공기관
휘경1동주민센터,동대문구,37.5928813,127.0657151,공공기관
종암2치안센터,성북구,37.5981483,127.0350814,공공기관
전농동우체국,동대문구,37.5767146,127.0575146,공공기관
신월5동주민센터,양천구,37.5385259,126.8271645,공공기관
상계1동주민센터,노원구,37.6798084,127.0549761,공공기관
화곡1동주민센터,강서구,37.5311661,126.8524604,공공기관
공항동주민센터,강서구,37.5585677,126.8100905,공공기관
구로2동 주민센터,구로구,37.4912729,126.8833142,공공기관
한양지구대,성동구,37.5602537,127.0417604,공공기관
구로1 치안센터,구로구,37.4910886,126.8750892,공공기관
건강보험공단 동대문지사,동대문구,37.5770942,127.0387812,공공기관
망원2동주민센터,마포구,37.5602711,126.9023008,공공기관
남가좌2동주민센터,서대문구,37.5783785,126.9238556,공공기관
난곡우체국,관악구,37.4785031,126.9149048,공공기관
면목동우체국,중랑구,37.5825683,127.0887971,공공기관
왕십리2동주민센터,성동구,37.5610305,127.0305121,공공기관
신내1동주민센터,중랑구,37.6058539,127.0994876,공공기관
국민건강보험공단,마포구,37.5467114,126.9328565,공공기관
원효로1동주민센터(용산문화체육센터별도),용산구,37.5372099,126.9676133,공공기관
숭인2동주민센터,종로구,37.5748355,127.0199463,공공기관
신대방2동주민센터,동작구,37.4988486,126.9257399,공공기관
안암지구대,성북구,37.5858211,127.0171761,공공기관
청량리동주민센터,동대문구,37.5862894,127.0472296,공공기관
화곡3동주민센터,강서구,37.5424862,126.8384102,공공기관
잠실4동주민센터,송파구,37.5188607,127.0992536,공공기관
반포3동주민센터,서초구,37.5119856,127.0055618,공공기관
상계1동우체국,노원구,37.6740892,127.0557095,공공기관
용마지구대,중랑구,37.5808178,127.0798833,공공기관
성산1동주민센터,마포구,37.5635576,126.9086457,공공기관
노량진우체국,동작구,37.5124265,126.9506168,공공기관
흑석동주민센터,동작구,37.5083306,126.9597428,공공기관
금호1가동주민센터,성동구,37.5548468,127.0216795,공공기관
반포4동주민센터,서초구,37.4974379,127.0003038,공공기관
홍은2동주민센터,서대문구,37.579981,126.9341374,공공기관
사당동우체국,동작구,37.4833218,126.9814928,공공기관
월계3동우체국,노원구,37.6208713,127.0690419,공공기관
역삼2동 주민센터(문화센터),강남구,37.4961344,127.0474356,공공기관
이문1동주민센터,동대문구,37.5961467,127.0659505,공공기관
종로 5.6가 주민센터,종로구,37.5720164,127.0050075,공공기관
문정1동주민센터,송파구,37.5013953,127.1342997,공공기관
사당4동주민센터,동작구,37.4809167,126.9714807,공공기관
동선동주민센터,성북구,37.5938667,127.0200003,공공기관
황학동주민센터,중구,37.5673626,127.0213969,공공기관
신촌우체국,서대문구,37.5569002,126.9438658,공공기관
월계1동주민센터,노원구,37.6199529,127.0628605,공공기관
이촌1동주민센터,용산구,37.5211816,126.9732349,공공기관
을지로4가 우체국,중구,37.5548573,127.011259,공공기관
방학1동주민센터,도봉구,37.664389,127.0407164,공공기관
성현동 주민센터,관악구,37.4894892,126.948147,공공기관
등촌3동주민센터,강서구,37.5583338,126.8488968,공공기관
수락산우체국,노원구,37.6796363,127.0548593,공공기관
월계2동주민센터,노원구,37.6324706,127.0507642,공공기관
신길우체국,영등포구,37.5035749,126.9192153,공공기관
신당3동주민센터,중구,37.562065,127.0145266,공공기관
흑석1동파출소,동작구,37.5108451,126.9615112,공공기관
가회동주민센터,종로구,37.580766,126.9849454,공공기관
문래동주민센터,영등포구,37.517436,126.8997884,공공기관
강동우체국,강동구,37.5362246,127.1432923,공공기관
수서 파출소,강남구,37.4887902,127.1035661,공공기관
신정1동지구대,양천구,37.5202592,126.8607564,공공기관
삼양동주민센터,강북구,37.6273084,127.0183594,공공기관
흑석동우체국,동작구,37.5083451,126.9623737,공공기관
가락본동주민센터,송파구,37.494616,127.1205934,공공기관
신촌동주민센터,서대문구,37.5595017,126.9434941,공공기관
답십리우체국,동대문구,37.5705588,127.0489922,공공기관
쌍문2동우체국,도봉구,37.6546404,127.0369347,공공기관
문정2동주민센터,송파구,37.4956472,127.1259577,공공기관
명일1동 주민센터,강동구,37.5497246,127.1459682,공공기관
방이2동주민센터,송파구,37.5097005,127.1095702,공공기관
하계1동주민센터,노원구,37.6405225,127.0725416,공공기관
은평경찰서,은평구,37.6276423,126.9291205,공공기관
반포본동주민센터,서초구,37.5041437,126.9970518,공공기관
북가좌2동주민센터,서대문구,37.5814481,126.9111617,공공기관
개포1동 주민센터,강남구,37.4819376,127.0574671,공공기관
동작구청,동작구,37.5123246,126.939411,공공기관
종로5가우체국,종로구,37.5712546,127.0006933,공공기관
마천1동주민센터,송파구,37.493018,127.1526497,공공기관
강서우체국,강서구,37.5535944,126.8412653,공공기관
청룡동 주민센터,관악구,37.4786585,126.9435529,공공기관
대순진리회(용곡회관),중랑구,37.5917707,127.0945783,공공기관
서교우체국,마포구,37.552785,126.9186125,공공기관
수유동우체국,강북구,37.6448989,127.0159534,공공기관
회기동주민센터,동대문구,37.5906388,127.0552001,공공기관
신원동주민센터,관악구,37.483515,126.9374405,공공기관
오륜동우체국,송파구,37.5140777,127.1334283,공공기관
발산1동주민센터,강서구,37.5528485,126.8324547,공공기관
서원동주민센터,관악구,37.4871775,126.956625,공공기관
구로경찰서,구로구,37.4947449,126.8865872,공공기관
가양동우체국,강서구,37.5672001,126.8515398,공공기관
중화1동주민센터,중랑구,37.6011323,127.0806479,공공기관
사당2동주민센터,동작구,37.4883609,126.9775741,공공기관
공덕동주민센터,마포구,37.5501344,126.960019,공공기관
대방지구대,동작구,37.4866108,126.9059328,공공기관
신사1동 주민센터,은평구,37.5977505,126.9117633,공공기관
장안1동주민센터,동대문구,37.5677811,127.0663977,공공기관
등촌2파출소,강서구,37.5400345,126.8628887,공공기관
응암2동주민센터,은평구,37.5941274,126.9239077,공공기관
휘경파출소,동대문구,37.5904483,127.0650348,공공기관
휘경동우체국,동대문구,37.590282,127.0581384,공공기관
신정2동주민센터,양천구,37.5191481,126.8705867,공공기관
구로4동 주민센터,구로구,37.4915369,126.8891373,공공기관
성산2동우체국,마포구,37.5695123,126.903484,공공기관
개봉치안센터,구로구,37.4979613,126.8529324,공공기관
장안2동주민센터,동대문구,37.5784319,127.0705771,공공기관
서림동주민센터,관악구,37.4749555,126.9349897,공공기관
화곡2동주민센터,강서구,37.5324616,126.8549372,공공기관
도봉1동우체국,도봉구,37.6703415,127.0407797,공공기관
신월5동파출소,양천구,37.5390309,126.830662,공공기관
구의제1동주민센터,광진구,37.5424529,127.0856498,공공기관
서울과학기술대 제2학생회관,노원구,37.6324657,127.0786713,공공기관
신길지구대,영등포구,37.5135235,126.9141293,공공기관
면목7동 주민센터,중랑구,37.5789724,127.0869514,공공기관
목1동주민센터,양천구,37.5303204,126.8711038,공공기관
남태령지구대,서초구,37.4794457,126.9821413,공공기관
정릉우체국,성북구,37.6092218,127.0108683,공공기관
목3동주민센터,양천구,37.5447045,126.8644277,공공기관
송파구청,송파구,37.5146098,127.1061641,공공기관
신정3동우체국,양천구,37.5346316,126.8287077,공공기관
창신1동 주민센터,종로구,37.5707464,127.0163525,공공기관
풍납1동주민센터,송파구,37.5380312,127.122061,공공기관
성수1가2동주민센터,성동구,37.5469499,127.0441647,공공기관
국민건강보험공단 용산지사(7층8층),용산구,37.5277242,126.9689913,공공기관
청림동주민센터,관악구,37.4921791,126.9583387,공공기관
도곡치안센터,강남구,37.4844777,127.0465498,공공기관
금호23가동주민센터,성동구,37.55238,127.0210587,공공기관
관악구청,관악구,37.4814328,126.910246,공공기관
방이1동주민센터,송파구,37.5109411,127.1238884,공공기관
삼전동주민센터,송파구,37.5026857,127.0925092,공공기관
하계2동주민센터,노원구,37.6320057,127.0679378,공공기관
삼청동우체국,종로구,37.587395,126.9847662,공공기관
개봉3동주민센터,구로구,37.4855486,126.8521252,공공기관
석관우체국,성북구,37.6087299,127.0524127,공공기관
상계6.7동주민센터,노원구,37.6548497,127.066936,공공기관
대림3동주민센터,영등포구,37.4982878,126.8980224,공공기관
반포2동주민센터,서초구,37.5045471,126.9944578,공공기관
미성동자치회관,관악구,37.4781988,126.9162128,공공기관
신정6동주민센터,양천구,37.5170439,126.8644556,공공기관
신사2동주민센터,은평구,37.5903102,126.9084837,공공기관
전농1동주민센터,동대문구,37.5779325,127.0477142,공공기관
마천2동주민센터,송파구,37.5015746,127.138244,공공기관
노량진1동주민센터,동작구,37.5121951,126.9420506,공공기관
신월1동주민센터,양천구,37.5327673,126.831519,공공기관
일원본동 우체국,강남구,37.4830532,127.0865019,공공기관
수서경찰서,강남구,37.5082377,127.066958,공공기관
용문동우체국,용산구,37.5352617,126.9598918,공공기관
제기동우체국,동대문구,37.5823488,127.0379096,공공기관
상암파출소(상암치안센터),마포구,37.5782243,126.8938226,공공기관
독산1동주민센터,금천구,37.470175,126.8970301,공공기관
일원동 우체국,강남구,37.4921538,127.0877843,공공기관
동대문경찰서,동대문구,37.5842481,127.0454379,공공기관
도봉구청,도봉구,37.6676581,127.049132,공공기관
가양2동주민센터,강서구,37.5663665,126.8522684,공공기관
독산2동 주민센터,금천구,37.4660771,126.8997389,공공기관
국민건강보험공단,영등포구,37.5345508,126.9028465,공공기관
잠원동주민센터,서초구,37.5155201,127.0154046,공공기관
양재동우체국,서초구,37.4846765,127.0377593,공공기관
화양동주민센터,광진구,37.5464057,127.0713268,공공기관
독산3동 주민센터,금천구,37.4590357,126.9042265,공공기관
송천동 우체국,강북구,37.6325035,127.0223081,공공기관
서울과학기술대학우체국,노원구,37.6324657,127.0786713,공공기관
한남동주민센터,용산구,37.5351563,127.0005607,공공기관
신길7동주민센터,영등포구,37.5060246,126.921566,공공기관
쌍문1동치안센터,도봉구,37.6500463,127.0201532,공공기관
가양3동주민센터,강서구,37.5663665,126.8522684,공공기관
무악동 주민센터,종로구,37.5759621,126.9581225,공공기관
신정7동주민센터,양천구,37.5143586,126.8596595,공공기관
휘경2동 주민센터,동대문구,37.5901107,127.0685658,공공기관
화곡4동우체국,강서구,37.5311661,126.8524604,공공기관
장위1치안센터,성북구,37.614445,127.0488304,공공기관
금호4가동주민센터,성동구,37.5466311,127.027071,공공기관
상도3동주민센터,동작구,37.4990765,126.9313992,공공기관
거여1동주민센터,송파구,37.4969035,127.1432927,공공기관
대왕 파출소,강남구,37.4650919,127.1073045,공공기관
신정1동주민센터,양천구,37.5185532,126.8542903,공공기관
월드컵지구대,마포구,37.568674,126.9090939,공공기관
사당1동주민센터,동작구,37.4830324,126.9787548,공공기관
시흥우체국,금천구,37.4531467,126.9006686,공공기관
잠실본동주민센터,송파구,37.5075145,127.0849003,공공기관
상봉지구대,중랑구,37.5912877,127.0728347,공공기관
상봉2동주민센터,중랑구,37.5923863,127.0832478,공공기관
성내3동 주민센터,강동구,37.5260027,127.1328729,공공기관
능동주민센터,광진구,37.5537168,127.0805313,공공기관
강동구청,강동구,37.5302554,127.1237961,공공기관
광진구청본관,광진구,37.5383742,127.0822077,공공기관
삼청동주민센터,종로구,37.5849659,126.9818441,공공기관
거여동우체국,송파구,37.4895275,127.1425526,공공기관
사당5동주민센터,동작구,37.4856158,126.9669589,공공기관
이화동 주민센터,종로구,37.5769358,127.004333,공공기관
후암동주민센터,용산구,37.548659,126.9781385,공공기관
홍제2동주민센터,서대문구,37.5860669,126.9493506,공공기관
영등포동 주민센터,영등포구,37.5203491,126.9106814,공공기관
신월7동주민센터,양천구,37.5218323,126.8346965,공공기관
신길5치안센터,영등포구,37.5027002,126.9070817,공공기관
광진우체국,광진구,37.537207,127.0909018,공공기관
이태원우체국,용산구,37.5345491,126.9899665,공공기관
구일지구대,구로구,37.4892277,126.8906936,공공기관
상봉1동주민센터,중랑구,37.5998105,127.0871498,공공기관
월계3동주민센터,노원구,37.6209718,127.0692197,공공기관
상계8동주민센터,노원구,37.6666943,127.051538,공공기관
염리치안센터,마포구,37.5480872,126.9451773,공공기관
행당1동주민센터,성동구,37.5586089,127.0362536,공공기관
월계3치안센터,노원구,37.6208266,127.0693132,공공기관
하계2치안센터,노원구,37.6319096,127.0675322,공공기관
암사3동 주민센터,강동구,37.5549581,127.1407803,공공기관
옥수동주민센터,성동구,37.5468967,127.0222403,공공기관
행당2동주민센터,성동구,37.5590875,127.0288273,공공기관
석관지구대,성북구,37.6089194,127.0552543,공공기관
시흥5동주민센터,금천구,37.4525206,126.9081714,공공기관
천연동주민센터,서대문구,37.5646005,126.9376639,공공기관
명일2동 주민센터,강동구,37.5474305,127.1465733,공공기관
면목4동주민센터,중랑구,37.5746612,127.0855957,공공기관
교남동 주민센터,종로구,37.5718709,126.9619492,공공기관
거여2동주민센터,송파구,37.4935918,127.1465453,공공기관
방화동우체국,강서구,37.5797503,126.8146751,공공기관
미아동주민센터,강북구,37.6271736,127.0268117,공공기관
국민건강보험공단광진지사,광진구,37.5348617,127.0912641,공공기관
홍제1동주민센터,서대문구,37.5876568,126.9448649,공공기관
상계6동우체국,노원구,37.6533858,127.0579018,공공기관
노들(본동)지구대,동작구,37.5123614,126.9536299,공공기관
전농2동주민센터,동대문구,37.5780526,127.0599929,공공기관
신수치안센터,마포구,37.5456643,126.9355417,공공기관
천호3동 주민센터,강동구,37.5398986,127.1297914,공공기관
혜화동 주민센터,종로구,37.5897083,127.0002449,공공기관
송파우체국,송파구,37.5062405,127.1232563,공공기관
국민건강보험노원지사,노원구,37.6539088,127.057732,공공기관
가리봉동주민센터,구로구,37.4815733,126.8934683,공공기관
개봉2동주민센터,구로구,37.4907879,126.8565329,공공기관
독산1동주민센터분소,금천구,37.4574627,126.8874958,공공기관
청파동주민센터,용산구,37.5454353,126.9698684,공공기관
갈현2동 주민센터,은평구,37.6184775,126.9157497,공공기관
상계4동치안센터,노원구,37.6714323,127.0778361,공공기관
양재1동주민센터,서초구,37.4716428,127.0266483,공공기관
마천동우체국,송파구,37.4984819,127.153254,공공기관
신월4동주민센터(신월정보문화센터),양천구,37.5246694,126.8400781,공공기관
시흥3동주민센터,금천구,37.4402166,126.9058029,공공기관
묵동우체국,중랑구,37.6103266,127.0774279,공공기관
가양지구대,강서구,37.5598064,126.8500766,공공기관
공항지구대,강서구,37.5665057,126.8112728,공공기관
우장산동주민센터,강서구,37.5476895,126.8427879,공공기관
성내2동 주민센터,강동구,37.5323918,127.1295279,공공기관
상암동주민센터,마포구,37.5782447,126.894651,공공기관
상도동우체국,동작구,37.5049649,126.9448422,공공기관
광화문우체국,종로구,37.571853,127.0078329,공공기관
양천구청,양천구,37.5169164,126.8664734,공공기관
방화1동주민센터,강서구,37.5665057,126.8112728,공공기관
대방동주민센터,동작구,37.508088,126.9262477,공공기관
개명초등학교,구로구,37.4828583,126.8505447,교육기관
토성초등학교,송파구,37.5316979,127.1155695,교육기관
숙명 여자 고등학교,강남구,37.4907295,127.0533366,교육기관
명일여자고등학교,강동구,37.549855,127.1500544,교육기관
신림고등학교,관악구,37.4786338,126.9173643,교육기관
행복나무어린이집,구로구,37.5042802,126.8864445,교육기관
상명고등학교,노원구,37.6494211,127.0682006,교육기관
신가초등학교,송파구,37.5003769,127.1198579,교육기관
매원초등학교,성북구,37.5976213,127.0189716,교육기관
새싹어린이집,성동구,37.5650673,127.0512704,교육기관
금옥여자고등학교,양천구,37.5106219,126.8442611,교육기관
서울월곡초등학교,성북구,37.6098764,127.046418,교육기관
성심어린이집,강서구,37.541286,126.8344978,교육기관
전곡초등학교,동대문구,37.5805755,127.0562692,교육기관
이튼학원,노원구,37.6504634,127.0759752,교육기관
열강학원,양천구,37.518635,126.8739405,교육기관
용화여자고등학교,노원구,37.6588542,127.0583619,교육기관
휘경공업고등학교,동대문구,37.5849213,127.0695589,교육기관
누원고,도봉구,37.6855142,127.0498868,교육기관
동양중학교,동작구,37.5101255,126.9562366,교육기관
화계중학교,강북구,37.6326445,127.0073066,교육기관
