"기관 명","송신 서버 번호","데이터 번호","모델명","주행상태","시동ON 시각","시동OFF 시각","운행시간","등록일시"
"서울시설공단","20","1","B03","4","102022-02-03_14:28:","702022-02-03_16:46:","490001","2022-02-03 16:47:00.0"
"서울시설공단","20","1","B03","0","202022-02-03_11:41:","102022-02-03_16:24:","790002","2022-02-03 16:26:00.0"
"서울시설공단","20","1","B03","7","902022-02-03_07:14:",".82022-02-03_16:17:","360005","2022-02-03 16:18:00.0"
"서울시설공단","20","1","B03","2","502022-02-03_15:30:","232022-02-03_16:07:","120000","2022-02-03 16:08:00.0"
"서울시설공단","20","1","B03","9","502022-02-03_15:56:","422022-02-03_16:06:","500000","2022-02-03 16:07:00.0"
"서울시설공단","20","1","B03","4","202022-02-03_14:56:","862022-02-03_16:03:","270000","2022-02-03 16:04:00.0"
"서울시설공단","20","1","B03","9","602022-02-03_15:48:","952022-02-03_16:01:","300000","2022-02-03 16:02:00.0"
"서울시설공단","20","1","B03","3","602022-02-03_12:07:","142022-02-03_16:00:","170002","2022-02-03 16:01:00.0"
"서울시설공단","20","1","B03","2","002022-02-03_06:27:","622022-02-03_16:00:","710005","2022-02-03 16:01:00.0"
"서울시설공단","20","1","B03","4","602022-02-03_12:55:","312022-02-03_15:59:","090001","2022-02-03 16:00:00.0"
"서울시설공단","20","1","B03","2","002022-02-03_15:36:","232022-02-03_15:54:","190000","2022-02-03 15:56:00.0"
"서울시설공단","20","1","B03","0","602022-02-03_14:45:","952022-02-03_15:30:","980000","2022-02-03 15:49:00.0"
"서울시설공단","20","1","B03","8","702022-02-03_15:37:","422022-02-03_15:40:","970000","2022-02-03 15:42:00.0"
"서울시설공단","20","1","B03","2","602022-02-03_15:04:","422022-02-03_15:36:","970000","2022-02-03 15:38:00.0"
"서울시설공단","20","1","B03","6","302022-02-03_15:26:","232022-02-03_15:29:","230000","2022-02-03 15:30:00.0"
"서울시설공단","20","1","B03","5","802022-02-03_15:22:","232022-02-03_15:24:","730000","2022-02-03 15:25:00.0"
"서울시설공단","20","1","B03","4","602022-02-03_13:06:","842022-02-03_15:08:","540001","2022-02-03 15:09:00.0"
"서울시설공단","20","1","B03","6","502022-02-03_14:43:","072022-02-03_15:05:","190000","2022-02-03 15:06:00.0"
"서울시설공단","20","1","B03","6","602022-02-03_14:36:","292022-02-03_14:59:","740000","2022-02-03 15:01:00.0"
"서울시설공단","20","1","B03","4","702022-02-03_13:23:","292022-02-03_14:44:","590000","2022-02-03 14:45:00.0"
"서울시설공단","20","1","B03","1","002022-02-03_14:32:","062022-02-03_14:37:","280000","2022-02-03 14:39:00.0"
"서울시설공단","20","1","B03","8","502022-02-03_12:58:","092022-02-03_14:32:","700000","2022-02-03 14:33:00.0"
"서울시설공단","20","1","B03","7","302022-02-03_14:29:","752022-02-03_14:30:","000000","2022-02-03 14:32:00.0"
"서울시설공단","20","1","B03","0","202022-02-03_13:50:","642022-02-03_14:27:","140000","2022-02-03 14:28:00.0"
"서울시설공단","20","1","B03","4","702022-02-03_14:24:","232022-02-03_14:26:","300000","2022-02-03 14:27:00.0"
"서울시설공단","20","1","B03","2","702022-02-03_12:42:","012022-02-03_14:17:","240000","2022-02-03 14:18:00.0"
"서울시설공단","20","1","B03","7","702022-02-03_13:17:","682022-02-03_14:16:","330000","2022-02-03 14:17:01.0"
"서울시설공단","20","1","B03","1","202022-02-03_07:35:",".32022-02-03_14:11:","870003","2022-02-03 14:12:00.0"
"서울시설공단","20","1","B03","4","902022-02-03_14:10:","422022-02-03_14:11:","300000","2022-02-03 14:12:00.0"
"서울시설공단","20","1","B03","0","502022-02-03_08:23:","422022-02-03_13:59:","490003","2022-02-03 14:00:00.0"
"서울시설공단","20","1","B03","3","202022-02-03_13:33:","382022-02-03_13:55:","120000","2022-02-03 13:56:00.0"
"서울시설공단","20","1","B03","9","302022-02-03_13:46:",".92022-02-03_13:47:","340000","2022-02-03 13:49:00.0"
"서울시설공단","20","1","B03","4","502022-02-03_07:49:","742022-02-03_13:40:","530003","2022-02-03 13:41:00.0"
"서울시설공단","20","1","B03","7","902022-02-03_13:24:","952022-02-03_13:28:","750000","2022-02-03 13:30:00.0"
"서울시설공단","20","1","B03","3","702022-02-03_13:28:","422022-02-03_13:29:","220000","2022-02-03 13:30:00.0"
"서울시설공단","20","1","B03","9","902022-02-03_11:11:","622022-02-03_13:20:","710001","2022-02-03 13:21:00.0"
"서울시설공단","20","1","B03","3","002022-02-03_12:36:","592022-02-03_13:14:","380000","2022-02-03 13:16:00.0"
"서울시설공단","20","1","B03","2","302022-02-03_11:43:","752022-02-03_13:14:","200000","2022-02-03 13:15:00.0"
"서울시설공단","20","1","B03","8","202022-02-03_12:42:","642022-02-03_13:10:","340000","2022-02-03 13:11:00.0"
"서울시설공단","20","1","B03","9","702022-02-03_06:47:","382022-02-03_13:06:","410003","2022-02-03 13:07:00.0"
"서울시설공단","20","1","B03","0","902022-02-03_13:03:","382022-02-03_13:04:","210000","2022-02-03 13:06:00.0"
"서울시설공단","20","1","B03","3","502022-02-03_12:14:","772022-02-03_13:00:","570000","2022-02-03 13:01:00.0"
"서울시설공단","20","1","B03","2","902022-02-03_12:13:","302022-02-03_12:54:","120000","2022-02-03 12:57:00.0"
"서울시설공단","20","1","B03","3","402022-02-03_12:34:","082022-02-03_12:41:","880000","2022-02-03 12:43:00.0"
"서울시설공단","20","1","B03","8","102022-02-03_07:56:","092022-02-03_12:39:","870002","2022-02-03 12:40:00.0"
"서울시설공단","20","1","B03","6","102022-02-03_06:55:","722022-02-03_12:39:","970003","2022-02-03 12:40:00.0"
"서울시설공단","20","1","B03","1","602022-02-03_11:18:","432022-02-03_12:19:","360000","2022-02-03 12:39:00.0"
"서울시설공단","20","1","B03","1","802022-02-03_10:12:",".72022-02-03_12:35:","880001","2022-02-03 12:36:00.0"
"서울시설공단","20","1","B03","3","202022-02-03_06:55:","542022-02-03_12:33:","360003","2022-02-03 12:35:00.0"
"서울시설공단","20","1","B03","8","102022-02-03_12:01:","982022-02-03_12:33:","630000","2022-02-03 12:35:00.0"
"서울시설공단","20","1","B03","6","502022-02-03_06:23:","232022-02-03_12:30:","340003","2022-02-03 12:31:00.0"
"서울시설공단","20","1","B03","9","402022-02-03_08:22:","832022-02-03_11:33:","500001","2022-02-03 12:21:00.0"
"서울시설공단","20","1","B03","5","802022-02-03_11:28:","622022-02-03_12:14:","690000","2022-02-03 12:15:00.0"
"서울시설공단","20","1","B03","1","902022-02-03_11:50:","902022-02-03_12:12:","680000","2022-02-03 12:14:00.0"
"서울시설공단","20","1","B03","5","702022-02-03_11:43:","932022-02-03_12:01:","070000","2022-02-03 12:02:00.0"
"서울시설공단","20","1","B03","6","602022-02-03_10:22:","942022-02-03_10:27:","320000","2022-02-03 12:01:00.0"
"서울시설공단","20","1","B03","2","702022-01-29_19:43:","862022-01-29_20:29:","480000","2022-02-03 12:00:00.0"
"서울시설공단","20","1","B03","2","502022-02-03_06:43:","992022-02-03_11:42:","610002","2022-02-03 11:49:00.0"
"서울시설공단","20","1","B03","5","802022-02-02_20:08:","442022-02-02_21:00:","470000","2022-02-03 11:46:00.0"
"서울시설공단","20","1","B03","7","002022-02-03_11:20:","882022-02-03_11:43:","490000","2022-02-03 11:44:00.0"
"서울시설공단","20","1","B03","8","302022-02-03_05:57:","482022-02-03_11:35:","570003","2022-02-03 11:36:00.0"
"서울시설공단","20","1","B03","1","502022-02-03_06:43:","592022-02-03_11:21:","520002","2022-02-03 11:22:00.0"
"서울시설공단","20","1","B03","0","302022-02-03_07:39:","752022-02-03_11:21:","710002","2022-02-03 11:22:00.0"
"서울시설공단","20","1","B03","6","802022-02-03_07:50:","492022-02-03_11:20:","840002","2022-02-03 11:21:00.0"
"서울시설공단","20","1","B03","5","802022-02-03_06:57:","782022-02-03_11:16:","510002","2022-02-03 11:17:00.0"
"서울시설공단","20","1","B03","4","602022-02-03_09:28:","382022-02-03_11:08:","000001","2022-02-03 11:09:00.0"
"서울시설공단","20","1","B03","4","102022-02-03_06:13:",".72022-02-03_10:08:","620002","2022-02-03 10:14:00.0"
"서울시설공단","20","1","B03","3","002022-02-03_03:11:","132022-02-03_05:41:","280001","2022-02-03 09:30:00.0"
"서울시설공단","20","1","B03","3","902022-02-03_07:46:","392022-02-03_08:22:","830000","2022-02-03 08:28:00.0"
"서울시설공단","20","1","B03","9","102022-02-03_06:21:","642022-02-03_08:17:","280001","2022-02-03 08:18:00.0"
"서울시설공단","20","1","B03","4","002022-02-03_06:55:","022022-02-03_07:50:","600000","2022-02-03 07:58:00.0"
"서울시설공단","20","1","B03","3","102022-02-02_10:45:","392022-02-02_10:52:","040000","2022-02-03 07:50:00.0"
"서울시설공단","20","1","B03","9","702022-01-31_14:40:","332022-01-31_15:27:","290000","2022-02-03 07:07:00.0"
"서울시설공단","20","1","B03","9","602022-02-02_18:57:","542022-02-02_18:59:","000000","2022-02-03 07:01:00.0"
"서울시설공단","20","1","B03","8","002022-02-03_05:42:","382022-02-03_07:00:","660000","2022-02-03 07:01:00.0"
"서울시설공단","20","1","B03","9","702022-01-31_15:19:","982022-01-31_15:35:","730000","2022-02-03 07:00:00.0"
"서울시설공단","20","1","B03","6","502022-02-02_17:05:","472022-02-02_18:09:","190000","2022-02-03 07:00:00.0"
"서울시설공단","20","1","B03","2","402022-02-02_15:52:","302022-02-02_16:11:","060000","2022-02-03 06:58:00.0"
"서울시설공단","20","1","B03","1","402022-02-03_05:59:","712022-02-03_06:07:","310000","2022-02-03 06:08:00.0"
"서울시설공단","20","1","B03","8","002022-02-02_21:21:","962022-02-03_05:56:","110005","2022-02-03 06:01:00.0"
"서울시설공단","20","1","B03","1","602022-02-03_00:36:","912022-02-03_05:37:","770003","2022-02-03 05:38:00.0"
"서울시설공단","20","1","B03","3","502022-02-02_22:26:","412022-02-03_00:07:","850001","2022-02-03 00:08:00.0"
"서울시설공단","20","1","B03","9","302022-02-02_18:21:","632022-02-02_22:22:","190002","2022-02-02 22:28:00.0"
"서울시설공단","20","1","B03","5","202022-02-02_18:08:","502022-02-02_21:16:","500001","2022-02-02 21:17:00.0"
"서울시설공단","20","1","B03","6","602022-02-02_11:37:","882022-02-02_20:46:","710005","2022-02-02 20:47:00.0"
"서울시설공단","20","1","B03","9","802022-02-02_20:19:","122022-02-02_20:27:","050000","2022-02-02 20:28:00.0"
"서울시설공단","20","1","B03","8","802022-02-02_12:26:","832022-02-02_20:00:","890004","2022-02-02 20:01:00.0"
"서울시설공단","20","1","B03","6","502022-02-02_17:54:","472022-02-02_19:00:","680000","2022-02-02 19:01:00.0"
"서울시설공단","20","1","B03","9","302022-02-02_09:10:",".72022-02-02_19:00:","540005","2022-02-02 19:01:00.0"
"서울시설공단","20","1","B03","8","402022-02-02_15:22:","062022-02-02_18:48:","070002","2022-02-02 18:49:00.0"
"서울시설공단","20","1","B03","5","102022-02-02_18:03:","502022-02-02_18:04:","310000","2022-02-02 18:05:00.0"
"서울시설공단","20","1","B03","1","202022-02-02_17:50:","502022-02-02_17:54:","180000","2022-02-02 17:55:00.0"
"서울시설공단","20","1","B03","7","302022-02-02_16:53:","512022-02-02_17:51:","830000","2022-02-02 17:52:00.0"
"서울시설공단","20","1","B03","2","502022-02-02_16:01:","332022-02-02_17:47:","880001","2022-02-02 17:48:00.0"
"서울시설공단","20","1","B03","7","802022-02-02_10:39:","552022-02-02_16:23:","840003","2022-02-02 17:07:00.0"
"서울시설공단","20","1","B03","4","902022-02-02_17:00:",".82022-02-02_17:00:","040000","2022-02-02 17:01:00.0"
"서울시설공단","20","1","B03","4","702022-02-02_16:02:",".82022-02-02_16:33:","310000","2022-02-02 16:34:00.0"
"서울시설공단","20","1","B03","7","102022-02-02_16:30:","512022-02-02_16:30:","050000","2022-02-02 16:31:00.0"
"서울시설공단","20","1","B03","3","702022-02-02_14:45:","292022-02-02_16:29:","000001","2022-02-02 16:30:00.0"
"서울시설공단","20","1","B03","8","502022-02-02_15:51:","752022-02-02_16:00:","910000","2022-02-02 16:01:00.0"
"서울시설공단","20","1","B03","9","302022-02-02_14:58:","172022-02-02_16:00:","070000","2022-02-02 16:01:00.0"
"서울시설공단","20","1","B03","3","002022-02-02_15:59:","492022-02-02_16:00:","480000","2022-02-02 16:01:00.0"
"서울시설공단","20","1","B03","8","902022-02-02_15:04:","152022-02-02_15:48:","980000","2022-02-02 15:50:00.0"
"서울시설공단","20","1","B03","7","002022-02-02_15:04:",".72022-02-02_15:40:","260000","2022-02-02 15:42:00.0"
"서울시설공단","20","1","B03","9","802022-02-02_08:49:","892022-02-02_15:38:","700004","2022-02-02 15:39:00.0"
"서울시설공단","20","1","B03","7","502022-02-02_15:36:","592022-02-02_15:38:","250000","2022-02-02 15:39:00.0"
"서울시설공단","20","1","B03","0","402022-02-02_14:26:","382022-02-02_15:36:","140000","2022-02-02 15:37:00.0"
"서울시설공단","20","1","B03","2","902022-02-02_14:55:","882022-02-02_15:36:","440000","2022-02-02 15:37:00.0"
"서울시설공단","20","1","B03","5","902022-02-02_14:56:","802022-02-02_15:33:","510000","2022-02-02 15:34:00.0"
"서울시설공단","20","1","B03","6","502022-02-02_15:21:","752022-02-02_15:31:","050000","2022-02-02 15:32:00.0"
"서울시설공단","20","1","B03","3","202022-02-02_07:02:",".72022-02-02_15:29:","240005","2022-02-02 15:30:00.0"
"서울시설공단","20","1","B03","6","902022-02-02_15:00:","712022-02-02_15:22:","200000","2022-02-02 15:23:00.0"
"서울시설공단","20","1","B03","3","502022-02-02_14:33:","002022-02-02_15:02:","530000","2022-02-02 15:03:00.0"
"서울시설공단","20","1","B03","5","102022-02-02_06:37:",".32022-02-02_14:58:","760005","2022-02-02 14:59:00.0"
"서울시설공단","20","1","B03","1","802022-02-02_11:54:","592022-02-02_14:55:","680001","2022-02-02 14:56:00.0"
"서울시설공단","20","1","B03","9","102022-02-02_12:32:","462022-02-02_14:24:","700001","2022-02-02 14:25:00.0"
"서울시설공단","20","1","B03","8","802022-02-02_13:32:","242022-02-02_14:22:","820000","2022-02-02 14:23:00.0"
"서울시설공단","20","1","B03","8","602022-02-02_13:16:","172022-02-02_14:18:","000000","2022-02-02 14:19:00.0"
"서울시설공단","20","1","B03","5","602022-02-02_06:54:","982022-02-02_14:11:","160004","2022-02-02 14:12:00.0"
"서울시설공단","20","1","B03","7","602022-02-02_11:54:","532022-02-02_14:09:","710001","2022-02-02 14:10:00.0"
"서울시설공단","20","1","B03","5","602022-02-02_10:28:","382022-02-02_14:05:","200002","2022-02-02 14:07:00.0"
"서울시설공단","20","1","B03","5","302022-02-02_13:44:","142022-02-02_13:50:","350000","2022-02-02 13:51:00.0"
"서울시설공단","20","1","B03","9","102022-02-02_12:34:","202022-02-02_13:23:","970000","2022-02-02 13:24:00.0"
"서울시설공단","20","1","B03","1","902022-02-02_12:13:","902022-02-02_12:16:","340000","2022-02-02 13:20:00.0"
"서울시설공단","20","1","B03","4","402022-01-27_12:39:","562022-01-27_15:48:","340001","2022-02-02 13:19:00.0"
"서울시설공단","20","1","B03","3","902022-02-02_12:44:","042022-02-02_13:14:","980000","2022-02-02 13:16:00.0"
"서울시설공단","20","1","B03","8","602022-02-02_11:22:","142022-02-02_12:51:","850000","2022-02-02 12:52:00.0"
"서울시설공단","20","1","B03","8","202022-02-02_12:32:","142022-02-02_12:35:","400000","2022-02-02 12:36:00.0"
"서울시설공단","20","1","B03","5","502022-02-02_10:32:","582022-02-02_12:27:","590001","2022-02-02 12:28:00.0"
"서울시설공단","20","1","B03","5","202022-02-02_12:25:","142022-02-02_12:26:","130000","2022-02-02 12:27:00.0"
"서울시설공단","20","1","B03","2","902022-02-02_10:47:","982022-02-02_12:24:","360000","2022-02-02 12:25:00.0"
"서울시설공단","20","1","B03","9","702022-02-02_09:33:","972022-02-02_12:15:","430001","2022-02-02 12:16:00.0"
"서울시설공단","20","1","B03","3","302022-02-02_06:01:","642022-02-02_12:14:","120003","2022-02-02 12:15:00.0"
"서울시설공단","20","1","B03","2","102022-01-28_20:59:","532022-01-28_21:01:","250000","2022-02-02 12:01:00.0"
"서울시설공단","20","1","B03","4","502022-01-28_15:03:","812022-01-28_20:25:","000003","2022-02-02 12:01:00.0"
"서울시설공단","20","1","B03","5","502022-02-02_11:15:","352022-02-02_11:55:","910000","2022-02-02 11:57:00.0"
"서울시설공단","20","1","B03","9","502022-02-02_09:55:","152022-02-02_11:01:","230000","2022-02-02 11:17:00.0"
"서울시설공단","20","1","B03","7","202022-02-02_06:55:","332022-02-02_11:09:","530002","2022-02-02 11:11:00.0"
"서울시설공단","20","1","B03","5","102022-02-02_10:15:","062022-02-02_10:50:","230000","2022-02-02 10:51:00.0"
"서울시설공단","20","1","B03","2","502022-02-01_15:34:","542022-02-01_15:37:","000000","2022-02-02 10:44:00.0"
"서울시설공단","20","1","B03","1","902022-02-02_10:33:","382022-02-02_10:40:","550000","2022-02-02 10:41:00.0"
"서울시설공단","20","1","B03","4","602022-02-02_09:59:","312022-02-02_10:30:","440000","2022-02-02 10:31:00.0"
"서울시설공단","20","1","B03","6","902022-02-02_09:24:","332022-02-02_10:04:","590000","2022-02-02 10:05:00.0"
"서울시설공단","20","1","B03","9","502022-02-02_09:25:","982022-02-02_10:02:","420000","2022-02-02 10:03:00.0"
"서울시설공단","20","1","B03","5","502022-02-02_08:34:","312022-02-02_08:37:","810000","2022-02-02 10:02:00.0"
"서울시설공단","20","1","B03","2","302022-02-02_09:40:","582022-02-02_09:41:","380000","2022-02-02 09:42:00.0"
"서울시설공단","20","1","B03","0","902022-02-02_08:50:","512022-02-02_09:39:","870000","2022-02-02 09:40:00.0"
"서울시설공단","20","1","B03","3","502022-01-30_12:48:","972022-01-30_12:49:","140000","2022-02-02 09:36:00.0"
"서울시설공단","20","1","B03","5","702022-02-02_09:24:","982022-02-02_09:24:","000000","2022-02-02 09:26:00.0"
"서울시설공단","20","1","B03","8","802022-02-02_08:45:","922022-02-02_09:20:","740000","2022-02-02 09:21:00.0"
"서울시설공단","20","1","B03","1","002022-02-02_06:47:","242022-02-02_09:16:","650001","2022-02-02 09:17:00.0"
"서울시설공단","20","1","B03","7","002022-02-02_06:40:","002022-02-02_09:02:","950001","2022-02-02 09:04:00.0"
"서울시설공단","20","1","B03","3","002022-02-02_08:01:","382022-02-02_08:43:","960000","2022-02-02 08:44:00.0"
"서울시설공단","20","1","B03","8","102022-02-02_06:54:","642022-02-02_08:42:","480001","2022-02-02 08:43:00.0"
"서울시설공단","20","1","B03","8","402022-02-02_08:05:","312022-02-02_08:16:","290000","2022-02-02 08:17:00.0"
"서울시설공단","20","1","B03","9","602022-02-02_06:45:","232022-02-02_07:55:","160000","2022-02-02 07:56:00.0"
"서울시설공단","20","1","B03","3","802022-02-02_07:04:","222022-02-02_07:45:","680000","2022-02-02 07:46:00.0"
"서울시설공단","20","1","B03","8","102022-02-02_06:39:","222022-02-02_07:00:","520000","2022-02-02 07:01:00.0"
"서울시설공단","20","1","B03","6","602022-01-31_06:48:","272022-01-31_15:56:","000005","2022-02-02 06:59:00.0"
"서울시설공단","20","1","B03","6","902022-01-31_06:58:","642022-01-31_15:55:","930005","2022-02-02 06:44:00.0"
"서울시설공단","20","1","B03","7","402022-02-01_14:48:","582022-02-01_20:58:","950003","2022-02-01 20:59:00.0"
"서울시설공단","20","1","B03","4","102022-02-01_19:48:","422022-02-01_20:28:","190000","2022-02-01 20:29:00.0"
"서울시설공단","20","1","B03","5","802022-02-01_18:52:","082022-02-01_20:08:","050000","2022-02-01 20:10:00.0"
"서울시설공단","20","1","B03","6","102022-02-01_10:49:","082022-02-01_19:03:","870004","2022-02-01 19:04:00.0"
"서울시설공단","20","1","B03","5","402022-02-01_14:48:","822022-02-01_18:40:","690002","2022-02-01 18:41:00.0"
"서울시설공단","20","1","B03","6","802022-02-01_15:39:","272022-02-01_18:25:","150001","2022-02-01 18:26:00.0"
"서울시설공단","20","1","B03","3","702022-02-01_15:58:","782022-02-01_16:00:","410000","2022-02-01 16:01:00.0"
"서울시설공단","20","1","B03","5","902022-02-01_15:56:","102022-02-01_16:00:","520000","2022-02-01 16:01:00.0"
"서울시설공단","20","1","B03","1","902022-02-01_06:21:","892022-02-01_16:00:","840005","2022-02-01 16:01:00.0"
"서울시설공단","20","1","B03","1","902022-02-01_15:46:","062022-02-01_15:51:","410000","2022-02-01 15:52:00.0"
"서울시설공단","20","1","B03","8","602022-02-01_15:45:","062022-02-01_15:45:","140000","2022-02-01 15:47:00.0"
"서울시설공단","20","1","B03","5","502022-02-01_14:36:",".32022-02-01_15:12:","910000","2022-02-01 15:13:00.0"
"서울시설공단","20","1","B03","9","102022-02-01_06:42:","252022-02-01_15:10:","930005","2022-02-01 15:11:00.0"
"서울시설공단","20","1","B03","9","302022-02-01_14:51:","752022-02-01_15:06:","950000","2022-02-01 15:07:00.0"
"서울시설공단","20","1","B03","6","902022-02-01_14:18:","272022-02-01_15:00:","000000","2022-02-01 15:01:00.0"
"서울시설공단","20","1","B03","8","902022-02-01_14:29:","582022-02-01_14:48:","870000","2022-02-01 14:49:00.0"
"서울시설공단","20","1","B03","3","302022-02-01_14:01:","732022-02-01_14:47:","580000","2022-02-01 14:48:00.0"
"서울시설공단","20","1","B03","7","702022-02-01_11:31:","392022-02-01_14:35:","860001","2022-02-01 14:36:00.0"
"서울시설공단","20","1","B03","0","202022-02-01_13:31:","962022-02-01_14:34:","110000","2022-02-01 14:35:00.0"
"서울시설공단","20","1","B03","0","902022-02-01_11:09:","782022-02-01_14:32:","810002","2022-02-01 14:33:00.0"
"서울시설공단","20","1","B03","1","202022-02-01_13:56:","552022-02-01_14:29:","790000","2022-02-01 14:30:00.0"
"서울시설공단","20","1","B03","3","302022-02-01_14:23:","142022-02-01_14:28:","930000","2022-02-01 14:30:00.0"
"서울시설공단","20","1","B03","3","802022-02-01_11:36:","062022-02-01_14:18:","880001","2022-02-01 14:20:00.0"
"서울시설공단","20","1","B03","0","602022-02-01_09:32:","762022-02-01_13:55:","430002","2022-02-01 13:59:00.0"
"서울시설공단","20","1","B03","8","202022-02-01_11:14:","352022-02-01_13:56:","380001","2022-02-01 13:57:00.0"
"서울시설공단","20","1","B03","0","102022-02-01_06:18:",".42022-02-01_13:50:","310004","2022-02-01 13:52:00.0"
"서울시설공단","20","1","B03","2","402022-02-01_11:43:","582022-02-01_13:50:","000001","2022-02-01 13:52:00.0"
"서울시설공단","20","1","B03","5","402022-02-01_11:50:","702022-02-01_12:42:","650000","2022-02-01 12:43:00.0"
"서울시설공단","20","1","B03","5","402022-01-31_20:03:","052022-01-31_20:52:","070000","2022-02-01 12:10:00.0"
"서울시설공단","20","1","B03","1","302022-02-01_10:37:","322022-02-01_11:50:","920000","2022-02-01 11:51:00.0"
"서울시설공단","20","1","B03","7","902022-02-01_08:55:","902022-02-01_11:12:","880001","2022-02-01 11:13:00.0"
"서울시설공단","20","1","B03","1","002022-02-01_09:48:","072022-02-01_10:43:","740000","2022-02-01 10:44:00.0"
"서울시설공단","20","1","B03","2","002022-02-01_10:32:","322022-02-01_10:34:","250000","2022-02-01 10:35:00.0"
"서울시설공단","20","1","B03","0","302022-02-01_10:13:","302022-02-01_10:22:","550000","2022-02-01 10:23:00.0"
"서울시설공단","20","1","B03","1","802022-02-01_10:02:","632022-02-01_10:02:","000000","2022-02-01 10:10:00.0"
"서울시설공단","20","1","B03","6","902022-02-01_08:43:","002022-02-01_09:46:","550000","2022-02-01 09:47:00.0"
"서울시설공단","20","1","B03","1","402022-02-01_09:25:","742022-02-01_09:38:","650000","2022-02-01 09:39:00.0"
"서울시설공단","20","1","B03","1","702022-02-01_08:46:","702022-02-01_09:07:","390000","2022-02-01 09:08:00.0"
"서울시설공단","20","1","B03","4","302022-02-01_07:03:","842022-02-01_08:38:","390000","2022-02-01 08:46:00.0"
"서울시설공단","20","1","B03","6","702022-02-01_07:40:","572022-02-01_08:39:","030000","2022-02-01 08:40:00.0"
"서울시설공단","20","1","B03","7","102022-02-01_08:33:","902022-02-01_08:34:","000000","2022-02-01 08:35:00.0"
"서울시설공단","20","1","B03","4","102022-02-01_07:03:","692022-02-01_08:33:","900000","2022-02-01 08:34:00.0"
"서울시설공단","20","1","B03","9","802022-02-01_06:19:","572022-02-01_06:21:","420000","2022-02-01 07:48:00.0"
"서울시설공단","20","1","B03","8","402022-01-30_15:34:","572022-01-30_15:38:","920000","2022-02-01 07:47:00.0"
"서울시설공단","20","1","B03","0","202022-01-30_14:43:","462022-01-30_15:29:","360000","2022-02-01 07:47:00.0"
"서울시설공단","20","1","B03","9","402022-02-01_06:48:","842022-02-01_06:49:","660000","2022-02-01 06:50:00.0"
"서울시설공단","20","1","B03","5","502022-01-29_14:02:","322022-01-29_21:00:","630004","2022-02-01 06:49:00.0"
"서울시설공단","20","1","B03","0","902022-02-01_06:19:","492022-02-01_06:25:","060000","2022-02-01 06:26:00.0"
"서울시설공단","20","1","B03","6","002022-02-01_05:14:","332022-02-01_06:16:","310000","2022-02-01 06:22:00.0"
"서울시설공단","20","1","B03","0","102022-02-01_04:18:","562022-02-01_06:00:","010001","2022-02-01 06:01:00.0"
"서울시설공단","20","1","B03","5","102022-02-01_04:35:","332022-02-01_04:58:","040000","2022-02-01 04:59:00.0"
"서울시설공단","20","1","B03","3","702022-01-31_19:14:","192022-02-01_04:28:","450005","2022-02-01 04:38:00.0"
"서울시설공단","20","1","B03","2","002022-02-01_01:24:","492022-02-01_04:11:","760001","2022-02-01 04:12:00.0"
"서울시설공단","20","1","B03","5","402022-01-31_17:13:","722022-02-01_00:22:","430004","2022-02-01 00:24:00.0"
"서울시설공단","20","1","B03","7","502022-01-31_20:21:","782022-01-31_21:00:","670000","2022-01-31 21:01:00.0"
"서울시설공단","20","1","B03","7","702022-01-31_20:21:","222022-01-31_20:31:","240000","2022-01-31 20:32:00.0"
"서울시설공단","20","1","B03","3","602022-01-31_20:15:","212022-01-31_20:17:","230000","2022-01-31 20:18:00.0"
"서울시설공단","20","1","B03","3","602022-01-31_17:55:","672022-01-31_20:16:","850001","2022-01-31 20:17:00.0"
"서울시설공단","20","1","B03","9","202022-01-31_11:42:","952022-01-31_20:12:","500005","2022-01-31 20:13:00.0"
"서울시설공단","20","1","B03","9","402022-01-31_19:01:","982022-01-31_20:03:","570000","2022-01-31 20:04:00.0"
"서울시설공단","20","1","B03","4","102022-01-31_19:10:","582022-01-31_19:11:","140000","2022-01-31 19:12:00.0"
"서울시설공단","20","1","B03","4","702022-01-31_19:10:","192022-01-31_19:10:","250000","2022-01-31 19:12:00.0"
"서울시설공단","20","1","B03","3","302022-01-31_18:28:","402022-01-31_19:00:","950000","2022-01-31 19:01:00.0"
"서울시설공단","20","1","B03","0","402022-01-31_18:45:","192022-01-31_18:45:","000000","2022-01-31 18:47:00.0"
"서울시설공단","20","1","B03","6","202022-01-31_18:43:","192022-01-31_18:44:","350000","2022-01-31 18:46:00.0"
"서울시설공단","20","1","B03","5","602022-01-31_18:34:","352022-01-31_18:38:","000000","2022-01-31 18:39:00.0"
"서울시설공단","20","1","B03","7","802022-01-31_16:29:","072022-01-31_18:34:","820001","2022-01-31 18:35:00.0"
"서울시설공단","20","1","B03","1","302022-01-31_16:19:","332022-01-31_18:18:","960001","2022-01-31 18:19:00.0"
"서울시설공단","20","1","B03","5","202022-01-31_17:54:","792022-01-31_18:15:","340000","2022-01-31 18:16:00.0"
"서울시설공단","20","1","B03","4","102022-01-31_12:40:","222022-01-31_18:03:","710003","2022-01-31 18:04:00.0"
"서울시설공단","20","1","B03","2","502022-01-31_17:47:","972022-01-31_17:58:","480000","2022-01-31 17:59:00.0"
"서울시설공단","20","1","B03","3","802022-01-31_17:06:","642022-01-31_17:48:","890000","2022-01-31 17:58:00.0"
