"기관 명","송신 서버 번호","데이터 번호","모델명","주행상태","시동ON 시각","시동OFF 시각","운행시간","등록일시"
"서울시설공단","20","1","B03","7","902021-12-28_13:03:","142021-12-28_15:43:","680001","2021-12-28 15:45:00.0"
"서울시설공단","20","1","B03","0","002021-12-28_07:07:","952021-12-28_15:43:","910005","2021-12-28 15:44:00.0"
"서울시설공단","20","1","B03","0","602021-12-28_06:21:","872021-12-28_15:39:","840005","2021-12-28 15:40:00.0"
"서울시설공단","20","1","B03","5","402021-12-28_15:09:","112021-12-28_15:36:","560000","2021-12-28 15:37:00.0"
"서울시설공단","20","1","B03","1","902021-12-28_12:08:","412021-12-28_15:26:","920001","2021-12-28 15:27:00.0"
"서울시설공단","20","1","B03","4","502021-12-28_15:12:","342021-12-28_15:12:","020000","2021-12-28 15:14:00.0"
"서울시설공단","20","1","B03","9","302021-12-28_15:11:","342021-12-28_15:12:","190000","2021-12-28 15:13:00.0"
"서울시설공단","20","1","B03","9","002021-12-28_15:01:","112021-12-28_15:02:","150000","2021-12-28 15:03:00.0"
"서울시설공단","20","1","B03","7","902021-12-28_13:46:","582021-12-28_15:01:","640000","2021-12-28 15:03:00.0"
"서울시설공단","20","1","B03","0","402021-12-28_07:36:","372021-12-28_14:53:","830004","2021-12-28 14:54:00.0"
"서울시설공단","20","1","B03","4","102021-12-28_11:33:","772021-12-28_14:39:","860001","2021-12-28 14:51:00.0"
"서울시설공단","20","1","B03","6","002021-12-28_07:12:","942021-12-28_11:20:","740002","2021-12-28 14:49:00.0"
"서울시설공단","20","1","B03","6","002021-12-28_06:59:","942021-12-28_07:12:","740000","2021-12-28 14:49:00.0"
"서울시설공단","20","1","B03","6","202021-12-26_15:56:","802021-12-26_17:10:","470000","2021-12-28 14:48:00.0"
"서울시설공단","20","1","B03","8","702021-12-28_14:43:","722021-12-28_14:47:","560000","2021-12-28 14:48:00.0"
"서울시설공단","20","1","B03","8","702021-12-28_14:41:","102021-12-28_14:47:","450000","2021-12-28 14:48:00.0"
"서울시설공단","20","1","B03","1","102021-12-28_12:00:","862021-12-28_14:45:","560001","2021-12-28 14:47:00.0"
"서울시설공단","20","1","B03","3","202021-12-28_14:06:","872021-12-28_14:46:","820000","2021-12-28 14:47:00.0"
"서울시설공단","20","1","B03","6","502021-12-28_13:55:","742021-12-28_14:44:","070000","2021-12-28 14:46:00.0"
"서울시설공단","20","1","B03","0","202021-12-28_13:11:","542021-12-28_14:36:","490000","2021-12-28 14:37:00.0"
"서울시설공단","20","1","B03","0","102021-12-28_14:15:","152021-12-28_14:15:","000000","2021-12-28 14:17:00.0"
"서울시설공단","20","1","B03","0","002021-12-28_14:14:","152021-12-28_14:15:","210000","2021-12-28 14:16:00.0"
"서울시설공단","20","1","B03","3","202021-12-28_13:33:","902021-12-28_14:05:","680000","2021-12-28 14:07:00.0"
"서울시설공단","20","1","B03","2","602021-12-28_12:54:","712021-12-28_14:04:","530000","2021-12-28 14:05:00.0"
"서울시설공단","20","1","B03","2","402021-12-28_13:03:","632021-12-28_13:50:","720000","2021-12-28 13:52:00.0"
"서울시설공단","20","1","B03","2","702021-12-28_13:17:","092021-12-28_13:50:","360000","2021-12-28 13:51:00.0"
"서울시설공단","20","1","B03","7","202021-12-28_13:41:","512021-12-28_13:49:","390000","2021-12-28 13:50:00.0"
"서울시설공단","20","1","B03","9","502021-12-28_13:04:","452021-12-28_13:40:","580000","2021-12-28 13:41:00.0"
"서울시설공단","20","1","B03","7","602021-12-28_12:39:","362021-12-28_13:37:","300000","2021-12-28 13:38:00.0"
"서울시설공단","20","1","B03","7","802021-12-28_12:34:","542021-12-28_12:56:","840000","2021-12-28 13:26:00.0"
"서울시설공단","20","1","B03","6","702021-12-27_10:29:","292021-12-27_12:03:","940000","2021-12-28 13:25:00.0"
"서울시설공단","20","1","B03","3","602021-12-27_12:11:","542021-12-27_12:13:","390000","2021-12-28 13:25:00.0"
"서울시설공단","20","1","B03","7","202021-12-28_12:59:","092021-12-28_13:01:","270000","2021-12-28 13:23:00.0"
"서울시설공단","20","1","B03","9","102021-12-28_11:31:","832021-12-28_12:41:","200000","2021-12-28 13:22:00.0"
"서울시설공단","20","1","B03","1","302021-12-28_12:49:","092021-12-28_12:58:","980000","2021-12-28 13:22:00.0"
"서울시설공단","20","1","B03","4","602021-12-28_07:51:","352021-12-28_13:14:","420003","2021-12-28 13:15:00.0"
"서울시설공단","20","1","B03","1","802021-12-28_12:24:","792021-12-28_13:13:","970000","2021-12-28 13:14:00.0"
"서울시설공단","20","1","B03","3","502021-12-28_12:08:","122021-12-28_12:17:","420000","2021-12-28 13:10:00.0"
"서울시설공단","20","1","B03","8","302021-12-28_12:32:","632021-12-28_12:33:","250000","2021-12-28 13:08:00.0"
"서울시설공단","20","1","B03","8","802021-12-28_11:51:","622021-12-28_11:53:","340000","2021-12-28 13:07:00.0"
"서울시설공단","20","1","B03","3","502021-12-28_07:50:","492021-12-28_12:49:","310002","2021-12-28 12:50:00.0"
"서울시설공단","20","1","B03","5","002021-12-28_07:39:","102021-12-28_12:43:","890003","2021-12-28 12:44:00.0"
"서울시설공단","20","1","B03","8","402021-12-28_07:26:","482021-12-28_12:31:","110003","2021-12-28 12:32:00.0"
"서울시설공단","20","1","B03","2","402021-12-28_11:42:","262021-12-28_12:31:","320000","2021-12-28 12:32:00.0"
"서울시설공단","20","1","B03","5","102021-12-28_12:04:","762021-12-28_12:12:","420000","2021-12-28 12:14:00.0"
"서울시설공단","20","1","B03","6","902021-12-28_12:07:","122021-12-28_12:07:","060000","2021-12-28 12:08:00.0"
"서울시설공단","20","1","B03","7","302021-12-28_06:56:","262021-12-28_12:06:","660003","2021-12-28 12:08:00.0"
"서울시설공단","20","1","B03","7","102021-12-28_10:19:","572021-12-28_11:56:","050000","2021-12-28 12:06:00.0"
"서울시설공단","20","1","B03","7","002021-12-28_10:45:","522021-12-28_12:03:","830000","2021-12-28 12:04:00.0"
"서울시설공단","20","1","B03","9","502021-12-28_10:58:","492021-12-28_11:44:","660000","2021-12-28 11:45:00.0"
"서울시설공단","20","1","B03","7","902021-12-28_07:39:","852021-12-28_11:41:","730002","2021-12-28 11:42:00.0"
"서울시설공단","20","1","B03","9","602021-12-28_06:24:","612021-12-28_11:40:","740003","2021-12-28 11:41:00.0"
"서울시설공단","20","1","B03","8","702021-12-28_06:58:","292021-12-28_11:38:","080002","2021-12-28 11:39:00.0"
"서울시설공단","20","1","B03","8","102021-12-28_10:06:",".32021-12-28_10:16:","860000","2021-12-28 11:26:00.0"
"서울시설공단","20","1","B03","9","402021-12-27_10:43:",".22021-12-27_10:46:","540000","2021-12-28 11:26:00.0"
"서울시설공단","20","1","B03","3","902021-12-27_09:26:",".22021-12-27_10:41:","750000","2021-12-28 11:25:00.0"
"서울시설공단","20","1","B03","0","502021-12-28_06:00:","052021-12-28_11:24:","110003","2021-12-28 11:25:00.0"
"서울시설공단","20","1","B03","3","402021-12-28_10:46:","082021-12-28_11:18:","000000","2021-12-28 11:19:00.0"
"서울시설공단","20","1","B03","3","902021-12-28_11:06:","492021-12-28_11:06:","870000","2021-12-28 11:07:00.0"
"서울시설공단","20","1","B03","4","602021-12-27_14:13:","492021-12-27_14:14:","420000","2021-12-28 11:04:00.0"
"서울시설공단","20","1","B03","5","102021-12-24_11:50:","352021-12-24_13:00:","030000","2021-12-28 11:04:00.0"
"서울시설공단","20","1","B03","2","502021-12-28_10:13:","162021-12-28_10:14:","000000","2021-12-28 10:55:00.0"
"서울시설공단","20","1","B03","5","302021-12-28_09:40:","162021-12-28_09:50:","920000","2021-12-28 10:54:00.0"
"서울시설공단","20","1","B03","4","002021-12-27_07:32:","982021-12-27_10:07:","090001","2021-12-28 10:53:00.0"
"서울시설공단","20","1","B03","0","602021-12-28_09:47:","442021-12-28_10:43:","650000","2021-12-28 10:45:00.0"
"서울시설공단","20","1","B03","7","202021-12-28_10:31:","082021-12-28_10:39:","000000","2021-12-28 10:40:00.0"
"서울시설공단","20","1","B03","8","102021-12-28_10:12:","082021-12-28_10:31:","170000","2021-12-28 10:32:00.0"
"서울시설공단","20","1","B03","4","102021-12-28_09:24:","042021-12-28_10:23:","550000","2021-12-28 10:24:00.0"
"서울시설공단","20","1","B03","2","002021-12-28_06:31:","122021-12-28_10:11:","110002","2021-12-28 10:12:00.0"
"서울시설공단","20","1","B03","8","602021-12-24_11:59:","852021-12-24_20:13:","180004","2021-12-28 09:58:00.0"
"서울시설공단","20","1","B03","3","402021-12-24_20:59:","692021-12-24_21:01:","160000","2021-12-28 09:58:00.0"
"서울시설공단","20","1","B03","2","002021-12-28_09:47:","082021-12-28_09:54:","000000","2021-12-28 09:55:00.0"
"서울시설공단","20","1","B03","8","002021-12-28_09:09:","972021-12-28_09:47:","950000","2021-12-28 09:48:00.0"
"서울시설공단","20","1","B03","0","902021-12-28_09:21:","402021-12-28_09:46:","590000","2021-12-28 09:47:00.0"
"서울시설공단","20","1","B03","4","802021-12-28_07:36:","062021-12-28_09:19:","880001","2021-12-28 09:20:00.0"
"서울시설공단","20","1","B03","0","202021-12-28_06:52:","632021-12-28_08:58:","780001","2021-12-28 08:59:00.0"
"서울시설공단","20","1","B03","8","502021-12-27_15:05:","862021-12-27_18:48:","450002","2021-12-28 08:08:00.0"
"서울시설공단","20","1","B03","9","402021-12-27_18:49:","352021-12-27_18:53:","580000","2021-12-28 08:08:00.0"
"서울시설공단","20","1","B03","5","702021-12-27_11:30:","422021-12-27_17:59:","070003","2021-12-28 07:59:00.0"
"서울시설공단","20","1","B03","9","502021-12-28_06:43:","002021-12-28_07:32:","930000","2021-12-28 07:33:00.0"
"서울시설공단","20","1","B03","3","402021-12-28_06:39:","102021-12-28_07:15:","110000","2021-12-28 07:16:00.0"
"서울시설공단","20","1","B03","5","402021-12-27_07:56:","192021-12-27_16:55:","940005","2021-12-28 07:14:00.0"
"서울시설공단","20","1","B03","3","502021-12-28_06:25:","932021-12-28_07:04:","190000","2021-12-28 07:05:00.0"
"서울시설공단","20","1","B03","4","502021-12-24_15:00:","132021-12-24_15:50:","550000","2021-12-28 07:03:00.0"
"서울시설공단","20","1","B03","4","402021-12-27_20:56:","812021-12-27_22:01:","480000","2021-12-27 22:02:00.0"
"서울시설공단","20","1","B03","2","702021-12-27_20:50:","772021-12-27_21:01:","230000","2021-12-27 21:02:00.0"
"서울시설공단","20","1","B03","9","202021-12-27_20:42:","022021-12-27_20:55:","310000","2021-12-27 20:56:00.0"
"서울시설공단","20","1","B03","8","002021-12-27_19:01:","352021-12-27_20:53:","610001","2021-12-27 20:54:00.0"
"서울시설공단","20","1","B03","8","902021-12-27_11:30:","262021-12-27_20:49:","860005","2021-12-27 20:51:00.0"
"서울시설공단","20","1","B03","2","802021-12-27_17:39:","782021-12-27_19:44:","180001","2021-12-27 20:48:00.0"
"서울시설공단","20","1","B03","5","602021-12-27_20:04:","712021-12-27_20:19:","590000","2021-12-27 20:20:00.0"
"서울시설공단","20","1","B03","0","302021-12-27_11:03:","612021-12-27_19:24:","090005","2021-12-27 20:08:00.0"
"서울시설공단","20","1","B03","8","802021-12-27_11:36:","272021-12-27_20:05:","210005","2021-12-27 20:06:00.0"
"서울시설공단","20","1","B03","7","102021-12-27_20:00:","102021-12-27_20:00:","000000","2021-12-27 20:01:00.0"
"서울시설공단","20","1","B03","3","402021-12-27_18:33:","942021-12-27_19:59:","890000","2021-12-27 20:00:00.0"
"서울시설공단","20","1","B03","3","902021-12-27_15:11:","772021-12-27_19:00:","400002","2021-12-27 19:01:00.0"
"서울시설공단","20","1","B03","9","002021-12-27_18:19:","902021-12-27_18:52:","470000","2021-12-27 18:53:00.0"
"서울시설공단","20","1","B03","6","802021-12-27_12:29:","582021-12-27_18:27:","020003","2021-12-27 18:28:00.0"
"서울시설공단","20","1","B03","5","102021-12-27_17:51:","902021-12-27_17:54:","940000","2021-12-27 18:25:00.0"
"서울시설공단","20","1","B03","4","002021-12-27_15:17:","972021-12-27_18:22:","790001","2021-12-27 18:24:00.0"
"서울시설공단","20","1","B03","9","902021-12-27_14:01:","362021-12-27_18:05:","040002","2021-12-27 18:06:00.0"
"서울시설공단","20","1","B03","0","802021-12-27_11:11:","712021-12-27_18:00:","050004","2021-12-27 18:01:00.0"
"서울시설공단","20","1","B03","5","302021-12-27_11:25:","582021-12-27_17:20:","590003","2021-12-27 17:22:00.0"
"서울시설공단","20","1","B03","8","702021-12-27_17:09:","992021-12-27_17:11:","520000","2021-12-27 17:12:00.0"
"서울시설공단","20","1","B03","1","302021-12-27_16:37:","952021-12-27_17:01:","780000","2021-12-27 17:03:00.0"
"서울시설공단","20","1","B03","0","602021-12-27_14:36:","882021-12-27_17:00:","050001","2021-12-27 17:01:00.0"
"서울시설공단","20","1","B03","4","402021-12-27_09:35:","882021-12-27_16:32:","480004","2021-12-27 16:35:00.0"
"서울시설공단","20","1","B03","3","502021-12-27_14:32:","592021-12-27_16:08:","340000","2021-12-27 16:09:00.0"
"서울시설공단","20","1","B03","5","202021-12-27_14:46:","052021-12-27_16:02:","180000","2021-12-27 16:04:00.0"
"서울시설공단","20","1","B03","1","302021-12-27_06:25:","762021-12-27_16:00:","700005","2021-12-27 16:01:00.0"
"서울시설공단","20","1","B03","4","702021-12-27_06:02:",".42021-12-27_16:00:","820005","2021-12-27 16:01:00.0"
"서울시설공단","20","1","B03","3","902021-12-27_15:40:","632021-12-27_16:00:","450000","2021-12-27 16:01:00.0"
"서울시설공단","20","1","B03","3","302021-12-27_14:13:","882021-12-27_15:58:","450001","2021-12-27 16:00:00.0"
"서울시설공단","20","1","B03","4","402021-12-27_15:53:","902021-12-27_15:53:","000000","2021-12-27 15:55:00.0"
"서울시설공단","20","1","B03","6","402021-12-27_15:37:","872021-12-27_15:51:","530000","2021-12-27 15:54:00.0"
"서울시설공단","20","1","B03","5","402021-12-27_15:52:","902021-12-27_15:52:","230000","2021-12-27 15:54:00.0"
"서울시설공단","20","1","B03","5","102021-12-27_15:49:","962021-12-27_15:50:","180000","2021-12-27 15:51:00.0"
"서울시설공단","20","1","B03","5","002021-12-27_12:46:","242021-12-27_15:49:","830001","2021-12-27 15:50:00.0"
"서울시설공단","20","1","B03","0","802021-12-27_15:04:","872021-12-27_15:39:","310000","2021-12-27 15:40:00.0"
"서울시설공단","20","1","B03","3","902021-12-27_14:09:","452021-12-27_15:31:","080000","2021-12-27 15:33:00.0"
"서울시설공단","20","1","B03","2","502021-12-27_10:47:","132021-12-27_15:03:","690002","2021-12-27 15:05:00.0"
"서울시설공단","20","1","B03","4","002021-12-27_14:46:","822021-12-27_15:03:","550000","2021-12-27 15:04:00.0"
"서울시설공단","20","1","B03","3","902021-12-27_09:30:","122021-12-27_14:53:","280003","2021-12-27 14:54:00.0"
"서울시설공단","20","1","B03","9","902021-12-27_13:40:","002021-12-27_14:47:","690000","2021-12-27 14:48:00.0"
"서울시설공단","20","1","B03","9","002021-12-27_14:43:","962021-12-27_14:46:","410000","2021-12-27 14:47:01.0"
"서울시설공단","20","1","B03","8","802021-12-27_12:02:","392021-12-27_14:45:","080001","2021-12-27 14:46:00.0"
"서울시설공단","20","1","B03","8","602021-12-27_13:32:","482021-12-27_14:45:","680000","2021-12-27 14:46:00.0"
"서울시설공단","20","1","B03","5","002021-12-27_11:30:","252021-12-27_14:25:","940001","2021-12-27 14:27:00.0"
"서울시설공단","20","1","B03","9","402021-12-27_12:41:","512021-12-27_14:19:","710000","2021-12-27 14:20:00.0"
"서울시설공단","20","1","B03","7","402021-12-27_13:46:","882021-12-27_14:03:","620000","2021-12-27 14:04:00.0"
"서울시설공단","20","1","B03","0","102021-12-27_06:30:","612021-12-27_14:02:","560004","2021-12-27 14:03:00.0"
"서울시설공단","20","1","B03","7","102021-12-27_13:47:","942021-12-27_13:58:","430000","2021-12-27 13:59:00.0"
"서울시설공단","20","1","B03","9","902021-12-27_12:27:","272021-12-27_13:52:","370000","2021-12-27 13:54:00.0"
"서울시설공단","20","1","B03","4","202021-12-27_11:36:","152021-12-27_13:48:","290001","2021-12-27 13:50:00.0"
"서울시설공단","20","1","B03","1","402021-12-27_06:19:","942021-12-27_13:44:","180004","2021-12-27 13:46:00.0"
"서울시설공단","20","1","B03","9","902021-12-27_12:40:","892021-12-27_13:34:","840000","2021-12-27 13:35:00.0"
"서울시설공단","20","1","B03","1","402021-12-27_12:42:","362021-12-27_13:23:","440000","2021-12-27 13:25:00.0"
"서울시설공단","20","1","B03","7","002021-12-27_07:29:","972021-12-27_13:16:","940003","2021-12-27 13:17:00.0"
"서울시설공단","20","1","B03","4","402021-12-27_12:25:","342021-12-27_12:38:","580000","2021-12-27 12:39:00.0"
"서울시설공단","20","1","B03","5","002021-12-27_06:59:","762021-12-27_12:34:","600003","2021-12-27 12:35:00.0"
"서울시설공단","20","1","B03","6","502021-12-27_09:17:","822021-12-27_12:26:","550001","2021-12-27 12:27:00.0"
"서울시설공단","20","1","B03","7","002021-12-27_12:25:","272021-12-27_12:26:","280000","2021-12-27 12:27:00.0"
"서울시설공단","20","1","B03","3","502021-12-27_10:54:","172021-12-27_12:24:","070000","2021-12-27 12:26:00.0"
"서울시설공단","20","1","B03","2","802021-12-27_11:42:","172021-12-27_12:23:","190000","2021-12-27 12:25:00.0"
"서울시설공단","20","1","B03","2","002021-12-27_12:15:","882021-12-27_12:15:","350000","2021-12-27 12:17:00.0"
"서울시설공단","20","1","B03","5","202021-12-27_11:00:","702021-12-27_11:06:","000000","2021-12-27 12:08:00.0"
"서울시설공단","20","1","B03","8","402021-12-27_10:55:","702021-12-27_11:00:","020000","2021-12-27 12:07:00.0"
"서울시설공단","20","1","B03","1","002021-12-26_16:51:","692021-12-26_16:55:","220000","2021-12-27 12:07:00.0"
"서울시설공단","20","1","B03","9","802021-12-26_15:36:","662021-12-26_15:51:","380000","2021-12-27 12:06:00.0"
"서울시설공단","20","1","B03","2","702021-12-27_09:51:","122021-12-27_12:01:","800001","2021-12-27 12:02:00.0"
"서울시설공단","20","1","B03","1","102021-12-27_10:54:","762021-12-27_11:51:","950000","2021-12-27 11:52:00.0"
"서울시설공단","20","1","B03","7","202021-12-25_18:27:","202021-12-25_20:09:","940001","2021-12-27 11:40:00.0"
"서울시설공단","20","1","B03","4","902021-12-26_07:47:","642021-12-26_16:52:","590005","2021-12-27 11:39:00.0"
"서울시설공단","20","1","B03","1","902021-12-27_08:46:","822021-12-27_11:35:","030001","2021-12-27 11:37:00.0"
"서울시설공단","20","1","B03","2","902021-12-27_10:15:","062021-12-27_10:54:","430000","2021-12-27 10:55:00.0"
"서울시설공단","20","1","B03","4","802021-12-27_10:00:","632021-12-27_10:48:","580000","2021-12-27 10:49:00.0"
"서울시설공단","20","1","B03","5","702021-12-27_10:33:","062021-12-27_10:47:","090000","2021-12-27 10:49:00.0"
"서울시설공단","20","1","B03","9","402021-12-27_10:39:","252021-12-27_10:40:","540000","2021-12-27 10:41:00.0"
"서울시설공단","20","1","B03","9","102021-12-27_09:45:","012021-12-27_10:32:","530000","2021-12-27 10:33:00.0"
"서울시설공단","20","1","B03","2","702021-12-27_10:17:","152021-12-27_10:30:","290000","2021-12-27 10:31:00.0"
"서울시설공단","20","1","B03","4","902021-12-27_09:10:","152021-12-27_09:41:","670000","2021-12-27 10:19:00.0"
"서울시설공단","20","1","B03","7","402021-12-27_09:32:","982021-12-27_10:14:","240000","2021-12-27 10:15:00.0"
"서울시설공단","20","1","B03","7","402021-12-27_09:47:","292021-12-27_10:14:","490000","2021-12-27 10:15:00.0"
"서울시설공단","20","1","B03","3","702021-12-27_09:46:","122021-12-27_09:48:","430000","2021-12-27 09:57:00.0"
"서울시설공단","20","1","B03","6","902021-12-26_14:35:","982021-12-26_15:47:","980000","2021-12-27 09:55:00.0"
"서울시설공단","20","1","B03","0","702021-12-27_07:40:","432021-12-27_09:52:","980001","2021-12-27 09:54:00.0"
"서울시설공단","20","1","B03","3","202021-12-27_08:59:","902021-12-27_09:30:","020000","2021-12-27 09:31:00.0"
"서울시설공단","20","1","B03","8","602021-12-27_06:30:","412021-12-27_09:17:","740001","2021-12-27 09:18:00.0"
"서울시설공단","20","1","B03","0","602021-12-27_07:53:","772021-12-27_08:57:","890000","2021-12-27 08:59:00.0"
"서울시설공단","20","1","B03","7","302021-12-27_06:50:","482021-12-27_08:42:","920001","2021-12-27 08:43:00.0"
"서울시설공단","20","1","B03","0","202021-12-25_15:09:","162021-12-25_21:26:","930003","2021-12-27 08:12:00.0"
"서울시설공단","20","1","B03","9","402021-12-27_07:47:","772021-12-27_07:52:","920000","2021-12-27 07:54:00.0"
"서울시설공단","20","1","B03","6","602021-12-27_06:56:","972021-12-27_07:07:","470000","2021-12-27 07:08:00.0"
"서울시설공단","20","1","B03","9","002021-12-27_05:10:","732021-12-27_07:07:","440001","2021-12-27 07:08:00.0"
"서울시설공단","20","1","B03","5","402021-12-27_06:24:","762021-12-27_06:25:","730000","2021-12-27 06:26:00.0"
"서울시설공단","20","1","B03","7","202021-12-27_06:03:","942021-12-27_06:03:","000000","2021-12-27 06:04:00.0"
"서울시설공단","20","1","B03","5","902021-12-27_05:25:","932021-12-27_05:32:","230000","2021-12-27 05:33:00.0"
"서울시설공단","20","1","B03","1","802021-12-26_18:06:","932021-12-27_05:21:","350006","2021-12-27 05:23:00.0"
"서울시설공단","20","1","B03","3","602021-12-27_00:49:","522021-12-27_05:03:","480002","2021-12-27 05:04:00.0"
"서울시설공단","20","1","B03","5","002021-12-26_18:22:","382021-12-27_00:42:","800003","2021-12-27 00:43:00.0"
"서울시설공단","20","1","B03","7","802021-12-26_19:49:","232021-12-26_21:00:","620000","2021-12-26 21:01:00.0"
"서울시설공단","20","1","B03","1","302021-12-26_16:32:","862021-12-26_19:02:","260001","2021-12-26 19:55:00.0"
"서울시설공단","20","1","B03","3","302021-12-26_17:51:","732021-12-26_19:11:","080000","2021-12-26 19:12:00.0"
"서울시설공단","20","1","B03","5","502021-12-26_11:41:","032021-12-26_19:03:","370004","2021-12-26 19:04:00.0"
"서울시설공단","20","1","B03","5","502021-12-26_18:45:","412021-12-26_18:45:","000000","2021-12-26 18:46:00.0"
"서울시설공단","20","1","B03","5","802021-12-26_15:58:","072021-12-26_18:44:","500001","2021-12-26 18:45:00.0"
"서울시설공단","20","1","B03","1","102021-12-26_17:48:","932021-12-26_17:50:","730000","2021-12-26 17:51:00.0"
"서울시설공단","20","1","B03","9","602021-12-26_17:24:","972021-12-26_17:49:","660000","2021-12-26 17:50:00.0"
"서울시설공단","20","1","B03","3","802021-12-26_16:29:","492021-12-26_17:41:","280000","2021-12-26 17:42:00.0"
"서울시설공단","20","1","B03","0","702021-12-26_16:59:","252021-12-26_17:01:","340000","2021-12-26 17:02:00.0"
"서울시설공단","20","1","B03","7","702021-12-26_07:53:","862021-12-26_17:00:","850005","2021-12-26 17:01:00.0"
"서울시설공단","20","1","B03","2","202021-12-26_11:36:","132021-12-26_16:15:","880002","2021-12-26 16:19:00.0"
"서울시설공단","20","1","B03","0","002021-12-26_14:06:","682021-12-26_16:00:","740001","2021-12-26 16:01:00.0"
"서울시설공단","20","1","B03","6","902021-12-26_10:19:","172021-12-26_15:59:","830003","2021-12-26 16:00:00.0"
"서울시설공단","20","1","B03","3","402021-12-26_13:56:","772021-12-26_15:44:","930001","2021-12-26 15:45:00.0"
"서울시설공단","20","1","B03","6","302021-12-26_15:01:","212021-12-26_15:27:","690000","2021-12-26 15:28:00.0"
"서울시설공단","20","1","B03","1","402021-12-26_14:15:","592021-12-26_14:40:","520000","2021-12-26 14:42:00.0"
"서울시설공단","20","1","B03","5","602021-12-26_07:49:","172021-12-26_14:38:","740004","2021-12-26 14:39:00.0"
"서울시설공단","20","1","B03","5","502021-12-26_14:11:","972021-12-26_14:15:","080000","2021-12-26 14:16:00.0"
"서울시설공단","20","1","B03","7","502021-12-26_12:05:","432021-12-26_14:10:","220001","2021-12-26 14:12:00.0"
"서울시설공단","20","1","B03","4","902021-12-26_13:04:","092021-12-26_13:53:","780000","2021-12-26 13:55:00.0"
"서울시설공단","20","1","B03","1","402021-12-26_09:29:","302021-12-26_13:52:","050002","2021-12-26 13:53:00.0"
"서울시설공단","20","1","B03","2","102021-12-26_11:49:","282021-12-26_13:51:","430001","2021-12-26 13:52:00.0"
"서울시설공단","20","1","B03","2","102021-12-26_13:23:","592021-12-26_13:25:","470000","2021-12-26 13:27:00.0"
"서울시설공단","20","1","B03","6","802021-12-26_09:16:","832021-12-26_12:59:","620002","2021-12-26 13:00:00.0"
"서울시설공단","20","1","B03","8","002021-12-26_12:36:","092021-12-26_12:39:","720000","2021-12-26 12:40:00.0"
"서울시설공단","20","1","B03","7","302021-12-26_07:43:","542021-12-26_12:25:","850002","2021-12-26 12:26:00.0"
"서울시설공단","20","1","B03","7","902021-12-26_11:30:","762021-12-26_12:05:","120000","2021-12-26 12:06:00.0"
"서울시설공단","20","1","B03","7","102021-12-26_08:48:","412021-12-26_12:04:","330001","2021-12-26 12:05:00.0"
"서울시설공단","20","1","B03","8","302021-12-26_09:57:","292021-12-26_10:42:","860000","2021-12-26 10:43:00.0"
"서울시설공단","20","1","B03","5","202021-12-26_09:52:","172021-12-26_09:53:","000000","2021-12-26 10:20:00.0"
"서울시설공단","20","1","B03","7","402021-12-24_12:59:","412021-12-24_21:50:","940005","2021-12-26 09:21:00.0"
"서울시설공단","20","1","B03","4","902021-12-26_06:38:","352021-12-26_07:24:","420000","2021-12-26 08:51:00.0"
"서울시설공단","20","1","B03","6","702021-12-24_18:54:","642021-12-24_18:55:","050000","2021-12-26 08:01:00.0"
"서울시설공단","20","1","B03","9","502021-12-24_18:09:","562021-12-24_18:54:","370000","2021-12-26 08:00:00.0"
"서울시설공단","20","1","B03","1","502021-12-26_06:29:","412021-12-26_06:29:","270000","2021-12-26 07:57:00.0"
"서울시설공단","20","1","B03","1","602021-12-24_20:06:","272021-12-24_20:39:","850000","2021-12-26 06:58:00.0"
"서울시설공단","20","1","B03","0","402021-12-25_20:04:","412021-12-25_22:00:","560001","2021-12-25 22:01:00.0"
"서울시설공단","20","1","B03","4","902021-12-25_11:52:","082021-12-25_21:24:","410005","2021-12-25 21:26:00.0"
"서울시설공단","20","1","B03","6","902021-12-25_20:51:","922021-12-25_21:02:","280000","2021-12-25 21:03:00.0"
"서울시설공단","20","1","B03","2","002021-12-25_18:24:","972021-12-25_21:00:","450001","2021-12-25 21:01:00.0"
"서울시설공단","20","1","B03","3","902021-12-25_11:39:","022021-12-25_20:59:","580005","2021-12-25 21:00:00.0"
"서울시설공단","20","1","B03","9","802021-12-25_12:41:","422021-12-25_19:27:","260004","2021-12-25 19:28:00.0"
"서울시설공단","20","1","B03","7","402021-12-25_11:20:","852021-12-25_19:20:","190004","2021-12-25 19:21:00.0"
"서울시설공단","20","1","B03","7","302021-12-25_15:29:","552021-12-25_19:05:","080002","2021-12-25 19:06:00.0"
"서울시설공단","20","1","B03","4","602021-12-25_14:08:","712021-12-25_19:00:","370002","2021-12-25 19:01:00.0"
"서울시설공단","20","1","B03","6","702021-12-25_09:36:","842021-12-25_19:00:","460005","2021-12-25 19:01:00.0"
"서울시설공단","20","1","B03","9","402021-12-25_09:30:","552021-12-25_19:00:","400005","2021-12-25 19:01:00.0"
"서울시설공단","20","1","B03","6","002021-12-25_17:15:","782021-12-25_19:00:","370001","2021-12-25 19:01:00.0"
"서울시설공단","20","1","B03","4","302021-12-25_17:31:","092021-12-25_18:12:","000000","2021-12-25 18:30:00.0"
"서울시설공단","20","1","B03","2","202021-12-25_11:22:","432021-12-25_18:19:","040004","2021-12-25 18:21:00.0"
"서울시설공단","20","1","B03","7","702021-12-25_11:47:","382021-12-25_17:08:","520003","2021-12-25 17:37:00.0"
